vacancy,url,created,has_test,salary_from,salary_to,currency,experience,schedule,skills,employer,area,description
Data Engineer,https://hh.ru/applicant/vacancy_response?vacancyId=45406079,2021-07-11T14:08:22+0300,False,,,,От 1 года до 3 лет,Полный день,Python;MongoDB;SQL;MS SQL Server;Transact-SQL;,CloudPayments,Москва,"Мы высокотехнологичный платежный сервис с персонализированным подходом к каждому партнеру. Мы хотим и умеем менять рынок!Обязанности:  Разработка скриптов sql и витрин данных; Проектирование и разработка ETL процессов (с использованием NIFI); Контроль качества данных; Ведение документации.  Требования:  SQL на хорошем уровне (подзапросы, группировки, оконные функции, процедуры); Опыт разработки на любом скриптовом языке (python, groovy, js); Опыт работы с реляционными СУБД (Postgresql, MSSQL, или другие); Опыт работы с распределенными (MPP) Базами (Greenplum или другие).  Будет плюсом:  Опыт работы с документарными базами данных (MongoDB или другие); Опыт оптимизации запросов; Low code ETL (Apache NIFI или подобные); Опыт разработки на Java; Опыт работы с API, Tableau, Zeppelin, Spark.  Условия:  Офис на станции метро Шаболовская; Гибкий график работы; Возможность работать удаленно; ДМС; Конференции за счет компании; Возможность расти внутри компании в любом направлении; Льготные кредиты и возможность брать технику в рассрочку; Печеньки, фрукты, кофе, сиропы в офисе; Годовая премия; Адекватные коллеги и руководство. "
Data engineer/Data administrator [Remote],https://hh.ru/applicant/vacancy_response?vacancyId=46269276,2021-07-21T14:41:58+0300,False,,,,От 3 до 6 лет,Удаленная работа,Python;SQL;Data Analysis;Git;Linux;,Cloud Linux,Москва,"We are Cloud Linux Inc., the maker of the #1 OS for web-hosting providers. We develop our products -- CloudLinux OS, KernelCare, Imunify360, and Imunify Email -- using the most innovative technologies. Our products are used by thousands of companies around the world, including Dell, GoDaddy, IBM, 1&amp;1, Endurance, and many others. We are looking for a talented data engineer to join our infrastructure team to provide the best data solutions for CloudLinux employees. The position involves work with various data sources and communicating with employees across all business functions to ensure data availability and data flow optimization across the whole company. The position is 100% remote and full-time. Requirements Must have:  3+ years experience in Python with a solid grasp of the pydata stack (NumPy, pandas) Experience with Spark or similar framework Knowledge of Linux scripting 2+ years of experience in SQL 2+ years experience in gathering data from various data sources, the experience of work with big databases  Desired:  Experience of work with GIT Experience with Tableau, Redash, or similar products Experience with data analysis/ data science Excellent communication skills Smart but humble, with a bias for action Knowledge of English language (middle)  Responsibilities: We are looking for a qualified data engineer who will be in charge of:  Assembling large, complex data sets from different sources, matching, scrubbing &amp; analyzing the data, and producing data feed for top management and other teams (finance, sales &amp; marketing, support, infrastructure, analytics) to support the decision-making process. Developing algorithms to help make raw data more useful, onboard new data sources, expand and optimize our data and data pipeline architecture, as well as optimize data flow and collection across teams. Helping in redesigning our company’s data architecture to support the data needs of the fast-growing business and allow for greater scalability. Work with data analytics to help in developing tools and reports that provide actionable insights into operational efficiency, profitability, customer acquisition, and other key business performance metrics.  What is for you?  Great opportunity for professional development within a young and fast-growing company Interesting and challenging projects Remote work with long-term employment on a full-time basis under contract Compensation in US dollars Flexible working hours Paid one month vacation per year and sick leaves Days off on national holidays Medical insurance Coworking compensation English Language training Tasks with the challenge Knowledge Exchange  Let’s make it a win-win for you and CloudLinux. Do not put it off until later - apply today and our team will gladly welcome you.  By applying for this position, you agree with Cloudlinux Privacy Policy and give us your consent to maintain and process your personal data in this respect. Please read our Privacy Policy for more information.    "
Data Scientist в Еду (ML),https://hh.ru/applicant/vacancy_response?vacancyId=46254866,2021-07-15T09:32:51+0300,False,,,,Нет опыта,Полный день,Python;Математическая статистика;Анализ данных;Machine Learning;MS PowerPoint;,Яндекс,Москва,"Яндекс.Еда — быстрорастующий сервис по доставке блюд из ресторанов и продуктов из магазинов, меняющий привычки людей в сфере питания. Мы не просто создаем продукт — мы делаем жизнь людей комфортнее, развиваем фудтех и буквально приближаем будущее. Наша команда помогает улучшить Еду с помощью алгоритмов и больших данных. Сейчас мы ищем аналитика машинного обучения. У нас глобальные и смелые планы и, возможно, именно вы поможете нам осуществить их как можно скорее. Какие задачи мы решаем:  разрабатываем рекомендации ресторанов и магазинов, товаров и блюд; прогнозируем время готовки и доставки заказа, потребность в курьерах.  Что нужно делать:  отвечать за все стадии ML-проектов: от формализации задачи до внедрения в продакшен; находить точки роста и улучшать бизнес-показатели, выдвигать гипотезы и проверять их при помощи экспериментов; взаимодействовать со смежными командами аналитиков и разработчиков, активно участвовать в развитии сервиса.  Мы ждем, что вы:  знаете методы анализа данных и машинного обучения, применяли их на практике; знаете математическую статистику и теорию вероятностей; разрабатывали на Python.  Будет плюсом, если вы:  проводили эксперименты и анализировали результаты А/Б-тестов; разрабатывали рекомендательные системы; внедряли модели машинного обучения в продакшен; разрабатывали на C++. "
Data Engineer,https://hh.ru/applicant/vacancy_response?vacancyId=44718877,2021-07-18T16:07:09+0300,False,,,,От 3 до 6 лет,Удаленная работа,SQL;Работа с базами данных;Базы данных;Java;Python;CI/CD;,TalentTech,Москва,"Всем привет! Для начала коротко о том, кто мы: TalentTech — это IT-холдинг, быстрорастущий стартап. Второй год подряд мы попадаем в список 20 самых дорогих компаний Рунета (рейтинг Forbes). Чем мы занимаемся: мы строим экосистему, единую онлайн-платформу, которая объединяет EdTech (образование), HRTech (управление персоналом), Freelance (самозанятость). Для развития нашей платформы мы активно инвестируем в технологические стартапы, а также создаем свои продукты. В нашем составе такие компании, как Нетология, FL.ru, Potok.io, JungleJobs.ru, Sever.ai, Ремонтник.ру, Фоксфорд. Больше информации о нас ты можешь найти в разделе «о компании». Чем тебе предстоит заниматься:  разрабатывать и внедрять новые инструменты для работы с данными (realtime / batch / ML) разрабатывать процессы обработки данных на Python развивать хранилища данных Clickhouse и Vertica интеграции с внутренними и внешними системами (БД, SaaS, CRM) подготовка витрин данных  Требования:  Java на хорошем уровне можешь писать на Python, использовать SQL знаешь что такое ETL процессы и понимаешь основные подходы и принципы знаешь принципы работы распределенных систем опыт работы с колоночными БД опыт проектирования CI/CD процессов опыт работы с Airflow/Luigi/Oozie или аналогом опыт работы с Kubernetes  Что мы предлагаем взамен:  официальное оформление и “белая” заработная плата:  комфортный рабочий график. Мы даем возможность выбрать каждому удобные рабочие таймслоты: с 9 до 18, с 10 до 19 или с 11 до 20;   возможность работать удаленно;   ДМС со стоматологией и страхованием жизни после испытательного срока;   предоставляем сотрудникам скидки от компаний, входящих в наш холдинг: можно слетать в отпуск с туроператором TUI, пройти любой понравившийся курс в Нетологии и купить продукты в Утконосе (да, всё со скидкой);   офис расположен в БЦ Новосущевский. Вокруг удобная транспортная развязка: метро (рядом м. Марьина Роща и м. Менделеевская), трамвайные и автобусные остановки, ТТК;   тот самый дух стартапа и высокий уровень вовлеченности в продукт и задачи;   необходимое оборудование.  "
Специалист по машинному обучению (Data Scientist),https://hh.ru/applicant/vacancy_response?vacancyId=46273577,2021-07-15T16:18:24+0300,False,,,,От 3 до 6 лет,Полный день,,ICL Services,Казань,"Мы ищем специалистов по машинному обучению и интеллектуальному анализу данных (Data Scientist / Data Analyst), которые будут помогать извлекать ценность из больших объемов данных, и помогать нашим клиентам улучшать продукты, услуги и внутренние процессы. Ваша основная работа будет связана с применением технологий машинного обучения, анализа данных, статистического анализа, нейронных сетей (Deep Learning) и построением систем прогнозирования для встраивания в продукты и системы автоматизации процессов. Что мы будем делать:  создавать чатботов (работа с голосом и NLU); видеоаналитика; автоматизировать прием заявок; автоматизировать принятия решений на основе текстовых данных; создавать рекомендательные системы; автоматизировать выявление мошенничества; создавать внутренние процедуры по A/B-тестированию; оптимизировать процедуры сбора, очистки, верификации, анонимизации, предобработки данных.  Что мы ожидаем от Вас:  владение техниками и алгоритмами машинного обучения; опыт работы с Python, NumPy, Pandas, Tensorflow, PyTorch, Jupyter; опыт владения инструментами визуализации, такими как plotly, matplotlib, seaborn; опыт работы с БД (SQL, NoSQL); умение работать с BigData; уверенное владение мат.статистикой, линейной алгеброй, численными методами; технический английский.  Будет плюсом:  знание современных Deep Learning архитектур (ResNet, Transformer, WaveNet и т.д.); предпочтительна магистерская или кандидатская степень в математике или вычислительной техники (computer science).  Что мы за это предлагаем: Работу в крупной IT-аутсорсинговой компании с процессной организацией производства, основанной на лучших современных практиках и методах; ­ Выплаты и бонусы:  13 зарплата; бонус к отпуску и значимым событиям (свадьба, рождение детей); ДМС со стоматологией; компенсация процентов по ипотеке и беспроцентная ссуда; компенсация занятий спортом, скидки в фитнес-клубах; при переезде предоставим квартиру на первое время или выплатим подъемные.  Условия труда:  современный офис с центре города, office kitchens и банкоматами; скидки на питание.  Обучение и карьера:  вендорное обучение и сертификация за счет компании; обучение английскому и общение с иностранными заказчиками; возможность участия в техническом и управленческом кадровом резерве.  Экология и благотворительность:  помогаем детским домам, школам, приютам для животных; озеленяем город, бережем ресурсы; поддерживаем социальные инициативы сотрудников. "
Big Data Senior system/business analyst,https://hh.ru/applicant/vacancy_response?vacancyId=46384957,2021-07-20T16:00:28+0300,False,,,,От 3 до 6 лет,Полный день,SQL;Tableau;Data Analysis;Hadoop;NoSQL;Atlassian Confluence;English;,DINS,Санкт-Петербург,"We are looking for talented and energetic senior system/business analyst to join our Big Data Team. This role will primarily be focusing on the processing business requirements to transform them into software development tasks of the Big Data team. There will be opportunities to work with the Hadoop ecosystem, different databases, analytical platforms, data science and machine learning. We are seeking a candidate who potentially can take team leadership responsibility. Key responsibilities:  Work closely with an international team of analysts and business owners on overall solution design and architecture. Analyze and decompose complex business requirements into technical specifications. Perform gap analysis and recommend solutions. Act as a liaison between business customers and developers. Oversee the development process to ensure smooth product delivery as per the specifications. Create and maintain product design documentation. Guide QA Team in building appropriate test cases and assist with user acceptance testing of the final product.  What kind of tasks can we offer to you?  Estimate project requests and help the team to pick up the proper ones. Conduct sessions with our US stakeholders. Create design documents and facilitate sign-off activities. Validate application after development. Data research tasks. In case of long-term experience with a particular application - Product Owners’ duties.  (Particular task be selected based on your skillset)   Skills &amp; Requirements:  4+ years of system or business analysis. Hands-on experience of preparing technical requirements for data processing. Hands-on experience working with SQL and NoSQL databases. Experience dealing with data processing applications. Upper intermediate English (spoken and written). Ability to quickly learn and understand new technologies. Good understanding of the full software development life cycle. Hands-on experience with Confluence, creation of presentations, schemes, diagrams  Would be a plus:  Experience in Data Analysis Leadership experience Overall understanding of Hadoop stack and its components Experience with data visualization/analysis tools (Tableau, etc). Hands-on experience with designing ETL processes. Experience working with UNIX systems and shell scripting.  Conditions:  Well coordinated professional team. A remote work format is possible. Cutting edge technologies, interesting and challenging tasks, dynamic project, great opportunities for self-realization, professional and career growth. Corporate training programs, English language courses. Business trips (U.S., China) and further work in the foreign branch office (U.S.). Job placement and payment of salary take place according to the labor code. Sick leaves 100% paid. 28 day vacation 100% paid in accordance with the current salary. Medical assistance (voluntary health insurance, dental insurance, office doctor). Great working conditions, modern business center, cycle parking, equipped kitchens, tea, coffee, soft drinks and sweets. Corporate events, trips, sports. Office in 15-minute walk from the subway. Nonresident applicants are granted Relocation Bonus and help in finding accommodation in St. Petersburg. "
Senior Data Scientist в команду генетики,https://hh.ru/applicant/vacancy_response?vacancyId=45836907,2021-07-21T00:56:38+0300,False,,,,От 3 до 6 лет,Полный день,,Институт Искусственного Интеллекта,Москва,"Обязанности: Мы ищем опытного, талантливого исследователя и Senior data scientist, который мог бы стать частью команды одного из направлений Института искусственного интеллекта - AI в генетике.Наша цель – научно-практические исследования, имеющие широкий спектр применения, публикация результатов на таких конференциях как NeurIPS, ICML, KDD,Чем вы будете заниматься:  Разработка новых наукоемких технологий; Взаимодействие с прикладными командами по их внедрению; Анализ передовых научных работ; Написание статей, описывающих ваши достижения.  Требования: Мы ожидаем от вас:  Знания и опыт в области Data Science (от 3 лет); Хорошее знание Python (в том числе опыт работы с Python, ML или DL frameworks (Pandas, NumPy, SciPy, PyTorch, Tensorflow и пр.); Опыт software engineering от 1 года; Знание ML методов и желание совершенствоваться в этой области Опыт работы в Linux (Ubuntu, RedHat) или желание освоить этот навык; Минимальный алгоритмический базис.  Условия:  Масштабные проекты Участие в международных конференциях Возможность заниматься наукой, оставаясь в Москве Гибкий график, возможно удаленное сотрудничество. Акцент на результат Конкурентный уровень компенсации Премии по итогу ревью "
Data Scientist / Проект,https://hh.ru/applicant/vacancy_response?vacancyId=46417535,2021-07-21T14:29:19+0300,False,,70000,RUR,От 3 до 6 лет,Удаленная работа,"Python;Работа в команде;Анализ данных;Работа с базами данных;Работа с большим объемом информации;Ведение активных клиентов;Data Analysis;Управление отношениями с клиентами;Ведение клиентской базы;Математическая статистика;Машинное обучение;Алгоритмы;Создание, развитие и ведение клиентской базы;",Федеральный институт повышения квалификации,Екатеринбург,"Обязанности:  Если ты уже имеешь опыт в качестве прикладного специалиста в скоринге миллионной клиентской базы - наше предложение для тебя! В рамках проекта мы хотим провести скоринг клиентской базы с целью поиска и проверки гипотез, проектирования удобных и более релевантных в отношении связки &quot;менеджер по продажам и клиент&quot; алгоритмов, придумать и проверить гипотезы, которые позволят построить новые скоринговые модели и улучшить текущие.  Тебе предстоит планировать и ставить эксперименты, анализировать результаты и их статистическую значимость. Использовать feature engineering, model selection и fine tuning. Опыт решения и внедрения количественных задач, требующих работы с большими наборами данных  Мы рассчитываем, что у тебя есть опыт и знания для этой позиции:  Опыт реализации проектов в области анализа данных и машинного обучения; Понимание основных методов и алгоритмов машинного обучения, опыт их применения на практике; Уверенное владение Python, а также основными библиотеками анализа данных и машинного обучения (pandas, numpy, sklearn, scipy, matplotlib, lightgbm, tensorflow, pytorch , Scikit-learn, XGBoost, CatBoost); Сильное стремление к успеху, подтвержденная способность проявлять инициативу и работать как самостоятельно, так и в команде;  Условия:  Мы видим сотрудничество в рамках проекта продолжительностью около 1 месяца, но в будущем оно может повторяться,  Свобода - Beefree - гибкий рабочий график и возможность работать удаленно,   Возможность принимать решения без тысячи согласований и предлагать идеи: от простых до самых амбициозных.  Достойное вознаграждение и подтверждение дохода.  Вместе с откликом будет здорово приложить сопроводительное письмо с кратким описанием опыта создания решений количественных задач и использованных для них методов."
Data Scientist,https://hh.ru/applicant/vacancy_response?vacancyId=46268855,2021-07-15T14:31:39+0300,False,,,,От 1 года до 3 лет,Полный день,Python;Docker;Data Science;,Сбербанк,Новосибирск,"Сбер — больше чем банк, это вселенная полезных сервисов для повседневной жизни человека Сбер сегодня - это гибкие методологии разработки Agile, масштабные высоконагруженные проекты, а также современные технологии. Каждый из нас превращает банк в экосистему, которая окружает человека удобными сервисами и продуктами для жизни   О проекте: Команда Центра корпоративных решений, входящая в Корпоративно-инвестиционный блок, расширяет команду и поэтому мы сейчас в поиске Data Scientist`a. Нужен специалист, который сможет сделать ML модель, а потом сделать сервис с этой моделью. Корпоративно-инвестиционный блок отвечает за работу с юридическими лицами и индивидуальными предпринимателями от микро бизнеса до крупнейшего. Центр корпоративных решений отвечает за удаленное взаимодействие с юридическими лицами через сеть контакт-центров. Наша основная задача – создавать информационные продукты для принятия решений на основе данных, аналитики, машинного обучения и искусственного интеллекта. Наша команда — это Python Developers, Data Scientists, Data Engineers. Мы тесно взаимодействуем с бизнес направлениями банка. Мы создаем комплекс автоматизированных решений, где данные обрабатываются в реальном времени.   Команда ожидает, что Вы имеете:  Высшее техническое образование Опыт разработки на Python 3.6+ Примеры успешных разработанных решений в продакшн Опыт работы разработки сервисов для задач аналитики и моделей машинного обучения Знание шаблонов проектирования и принципов разработки, умеете их применять в работе Опыт работы с Docker ,Git Опыт работы с облачными решениями - OpenShift или другие Понимание микросервисной архитектуры  Будет преимуществом:  Понимание Devops - Jenkins, Sonar Check Опыт ускорения моделей машинного обучения Английский для понимания научных публикаций    Мы предлагаем: Условия работы: бессрочный трудовой договор, отсутствие строгого дресс-кода Уровень заработной платы, который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования Заботу о здоровье: корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей Знания: индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора Корпоративные мероприятия: Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год Особые условия для сотрудников: льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка   Добро пожалось в Сбер!"
Бизнес-аналитик | Data Scientist,https://hh.ru/applicant/vacancy_response?vacancyId=45213733,2021-07-16T16:51:58+0300,False,100000,,RUR,От 1 года до 3 лет,Полный день,Постановка задач разработчикам;Scrum;Работа в команде;Бизнес-анализ;Разработка технических заданий;Техническая документация;Сбор и анализ информации;,Центр Разработки Мультимедийных Материалов,Москва,"Привет, с вами на связи компания ЦРММ!А теперь небольшое интервью с нами, чтобы познакомиться поближе ;)Кто мы? Компания-разработчик электронных курсов из Москвы.Чем мы занимаемся? создаем системы и курсы для онлайн обучения :) Интересный факт: сейчас мы встречаем технические задания в рамках тендеров, которые сами составляли много лет назад ;) Как давно мы занимаемся этим? Ох… С 2006 года (прим.ред. Начиналось все так же, как и большая часть стартапов: маленькая команда единомышленников на задворках прачечной (первый офис был в здании прачечной), работающая за идею и еду. (с) Есипов Никита (co-founder ЦРММ)) Почему мы это делаем? Потому что мы superheroes in training и мы гордимся этим!А еще, получая от наших заказчиков положительную обратную связь, мы понимаем, что движемся в верном направлении и не собираемся уходить с заданного курса! Какие люди работают с нами? Свободные, честные и открытые. Что для нас важно? Мы хотим, чтобы обучение приносило пользу и доставляло удовольствие. Наша задача - предоставить вам возможность максимально раскрыть свой потенциал, чтобы сделать нашу цель достижимой. Это ведет к тому, что бренд нашей компании будет развиваться дальше и позволит тебе в будущем работать в международной компании. Порвем этот рынок вместе! А теперь кого ищем мы…Тебя. Нет, мы серьезно! Если ты бизнес-аналитик который умеет и могет проанализировать рынок на тему его меняющихся потребностей, то давай к нам, у нас классно ;) На какие задачи?  Отслеживание и анализ изменений и потребностей рынка; Взаимодействие с заказчиками для сбора и анализа и формирования функциональных требований к программному обеспечению (ПО); Взаимодействие с PO для выявления возможностей совместного расширения перечня предоставляемых сервисов и развития продукта; Формирование ПМИ (Программа и методика испытаний) для обеспечения приемки решения; Описание и оформление требований (mock-up и бизнес-процессов); Подготовка спецификаций на доработку продуктов и документирование их работы; Разработка и согласование технических заданий на разрабатываемое ПО, документации, описывающей пользовательские требования к ПО; Декомпозиция задач и передача их в разработку; Взаимодействие с разработчиками системы – постановка (детальная проработка) задач, разъяснение требований; Тестирование продукта на соответствие требованиям, выявление проблем и анализ путей их устранения; Контроль соблюдения сроков проекта; Авторский контроль реализации (а то ли вообще делаем/сделали?).  Для нас важно:  Умение понятно формулировать проблемы, оценивать их значимость, аргументировать и предлагать пути решения; Работать по Scrum; Опыт проектирования бизнес-процессов и разработки технических заданий; Коммуникабельность, аналитический склад ума, нацеленность на результат, системность; Понимание принципов разработки ПО.  Что мы предлагаем по условиям?   Стабильный оклад от 100 000 (это мы обсудим на нашей встрече);   Удобное (плавающее) время начала рабочего дня. После того как сработаемся, возможны другие условия;   Дружный коллектив единомышленников, ценящий индивидуальность и желание развиваться (мы готовы вкладываться в это);   Поощрение инициатив и новых идей со стороны руководства компании;   Развитую корпоративную культуру, веселые тимбилдинги и корпоративы.  "
Data Engineer (NRT),https://hh.ru/applicant/vacancy_response?vacancyId=46277890,2021-07-15T18:45:54+0300,False,,,,Нет опыта,Полный день,,Сбербанк,Санкт-Петербург,"Наша команда Data – инженеров и аналитиков занимается проектированием, разработкой, тестированием и выводом в промышленную эксплуатацию целевых решений (витрин данных, реализацию интеграционных процессов между аналитическими и продуктовыми системами Банка и партнеров). Наша цель собрать данные из более сотни Источников данных Банка, мы будем работать с данными как с актуальностью Т-1 так и Near Real Time репликами. Продукт нашей работы — экосистема для конкретного сегмента клиентов: продукты, сервисы, каналы обслуживания и коммуникаций. Обязанности:Проектирование и разработка аналитических витрин данных для целей отчетности и моделирования на стеке Hadoop + Spark + ScalaРазработка NRT потоков Apache FlinkМониторинг и оптимизация процессов сборки витринРазработка и поддержка сопроводительной документации и спецификаций данных, развитие и поддержка базы знаний по вопросам работы с даннымиПредоставление экспертной поддержки внутренним потребителям (data analysts, data scientists) по вопросам, связанным с использованием данных  Требования:Не менее 1 года работы в качестве Data Engineer / Data Analyst / ETL DeveloperЗнание SQL на продвинутом уровне (аналитические функции, подзапросы, хранимые процедуры, оптимизация производительности), Опыт работы с большими объемами данных с использованием стека технологий Big Data (Hadoop, Spark, Hive/Impala)Знание основных понятий и концепций из области Data Warehousing. Желателен опыт разработки витрин данных.Знание Apache Flink и опыт построения NRT потоков обработки данных.Знание HBase является преимуществомЗнание Scala является преимуществомЗнание Python является преимуществом Знание розничного банковского бизнеса является преимуществомЗнание Apache Airflow приветствуетсяОпыт работы по Agile (SCRUM, Kanban, и т.д.) приветствуется  Основной тех. стек:Hadoop(Hive/Impala/Oozie)Apache SparkApache FlinkHBaseKafkaScalaJavaУсловия:Профессиональное обучение, семинары, тренинги, конференции;Годовые премии;ДМС, сниженные ставки по кредитованию, программы лояльности для сотрудников;Самые инновационные, амбициозные проекты и задачи;Дисконт-программа от множества компаний партнеров."
Senior Data scientist (Управление моделирования и исследования данных),https://hh.ru/applicant/vacancy_response?vacancyId=46346907,2021-07-19T15:00:54+0300,False,,,,От 3 до 6 лет,Полный день,,Сбербанк,Москва,"Требования к кандидату      Опыт создания ML моделей на Python от 2 лет; Умение подготавливать данные в Hadoop / Hive / Spark / SQL; Знание передовых ML методов; Знание git; Опыт работы с Linux; Знание базовых ООП концепций.    Будет неплохо если вы:  Имеете опыт решения NLP-задач; Знакомы с основными архитектурами нейронных сетей; Выводили модели в пром; Умеете писать тесты; Имеете представление о работе с DevOps pipeline.      Задачи:    Обработка документов (OCR, NLP, NER, Object detection); Анализ временных рядов и построение моделей для поиска аномалий в данных; Исследование инвестиционного поведения клиентов и определение предрасположенности к покупке инвест продуктов; Оптимизация на базе алгоритмов ML/RL для управления ALM-рисками, бизнес-планированием, управления расходами; Моделирование финансовых и операционных показателей банка и рынка (Time series, Gauss process); Парсинг данных из внешних источников.    Чем нужно заниматься:  Разрабатывать и внедрять ML в процессы крупнейшего коммерческого банка / технологической компании; Оценивать эффект применения ML решений в бизнес-процессах; Проводить аналитические исследования, тестировать бизнес гипотезы на больших данных; Тестировать применимость SOTA наработок в существующих процессах и последующее внедрение в Прод.        Условия:        Работа с современным стеком технологий; Интересные и разнообразные задачи; Возможность удаленной работы; Возможность обучения за счет компании; Регулярные DS-митапы, большое внутреннее DS сообщество; Комфортный офис в центре Москвы со спортзалом; ДМС, годовые премии, корпоративные скидки   "
