vacancy,url,created,has_test,salary_from,salary_to,currency,experience,schedule,skills,employer,area,description
Аналитик данных / Data Analyst,https://hh.ru/applicant/vacancy_response?vacancyId=45694372,2021-07-19T12:36:40+0300,False,,,,От 1 года до 3 лет,Полный день,,А101,Москва,"Общество с ограниченной ответственностью &quot;А101&quot; реализует крупнейший в России, уникальный градостроительный «Проект А101», который включает строительство около 20 млн. кв.м. нового жилья, более 0,6 млн. кв.м. социальных объектов и около 3 млн. кв.м. коммерческий недвижимости, рассматривает кандидатов на должность Аналитик данных / Data Analyst Обязанности:  Развитие направления работы с данными; Сбор и систематизация данных из разных источников; Поиск инсайтов в данных, генерация идей совместно с бизнесом; Планирование исследований, проверка гипотез; Построение аналитических моделей;  Требования:  Уверенное знание SQL и библиотек анализа данных Python; Опыт работы с базами данных не менее 2 лет; Желателен опыт работы с BI-инструментами (PowerBI/Tableau) для визуализации результатов исследований; Знание теории вероятностей, математической статистики; Высшее техническое образование (желательно прикладная математика, анализ данных).  Условия:  Место работы: территориально юг Москвы, р-н Коммунарка - м. Коммунарка (15 мин.пешком) или м. Тёплый Стан (20 минут на общественном транспорте). График работы 5/2, гибкое начало дня с 08:00-10:00 до 17:00-19:00. Возможна удаленная работа. Амбициозные и интересные задачи. Профессиональный рост и развитие. Корпоративное обучение (тренинги, семинары и т.п.). Корпоративный спорт (йога, футбол, волейбол, настольный теннис). Кафетерий льгот (на выбор: ДМС или бенефит карта на оплату проезда, обучения, спорта). Оформление согласно ТК РФ, официальная заработная плата. Стабильная выплата заработной платы 2 раза в месяц. Заработная плата обсуждается индивидуально, в зависимости от опыта и квалификации кандидата. "
Clinical Data Project Specialist,https://hh.ru/applicant/vacancy_response?vacancyId=46053512,2021-07-07T14:12:17+0300,False,,,,От 3 до 6 лет,Полный день,Time management;MS Access;Presentation skills;,Abbott Laboratories,Москва,"For 130 years Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, minimally invasive medical devices, coronary stents, nutritionals and branded generic medicines. We help people with diabetes effectively manage it without painful finger pricks.Abbott is one of the most diversified companies in healthcare. Our 109,000 colleagues serve people in more than 160 countries. Dedicated to making the world a healthier place, our pharmaceuticals business brings trusted brands to broader populations in developing countries around the world. We offer a growing portfolio of high-quality, trusted medicines. We are now looking for Clinical Data Project Specialist. Core Job Responsibilities:  At study start up, creates study settings in PDC, coordinate the review within Abbott of selected study documents, timely approves/co-approves essential clinical study documents in order to achieve study milestones within planned timeline. Loads the study deliverables into PDC, guarantees that global Abbott standards/requirements are met and that waivers are requested if needed. During study conduction and closeout, ensures the timely delivery and storage of up-to-standard datasets with supportive documentation from CRO as well as reviews and co-approves selected clinical study documents in order to enable the access for the study team to agreed interim or final deliverables. Works as custodian for essential study data and documents that meet expected quality for thereafter Data Utilization project and/or reproduction of the statistical output as included in the clinical study report. Safeguards the data standardization over studies within the program/project, keeps oversight to the standardization if studies of the same program/project are under different Data Operations Project Manager (DOPM). Participates in submissions in order to facilitate data integration and secures uniform data management input for studies within a single program/project and ensures the submission dossier is built up appropriately with data and data related documentation. Reviews and gives input into critical documents for Data Integration and supports the actual Data Integration within DWS in order to guarantee an appropriate and complete description of available data and the production of a high quality integrated datasets/database and its proper storage in PDC. Ensures the delivery of high quality Data Utilization deliverables and supportive documentation from CRO or from internal sources in order to properly store all related data and documentation and statistical programs used in the Data Utilization project as well as to facilitate a re-run of the statistical programs used to produce the statistical output as included in the Data Utilization report.  Minimum Education:  Academic or higher non-academic in a technical or life science discipline.  Minimum Experience Required:  At least three years in Data Management or Data Processing within drug development.  Labor contract with Ancor."
Data Scientist,https://hh.ru/applicant/vacancy_response?vacancyId=45489399,2021-07-14T12:56:05+0300,False,,,,От 1 года до 3 лет,Удаленная работа,Python;,WILDBERRIES,Москва,"Обязанности: Проверять гипотезы, экспертная оценка и update текущих проектов; Построение моделей для поиска аномалий в онлайн режиме (UEBA); Обработка ручных разметок данных. Вывод моделей в production. Требования: Имеешь опыт в классическом ML;Знаешь Python, умеешь обрабатывать данные с помощью numpy, pandas, строить графики (применять алгоритмы снижения размерности) и понимать их;Имеешь прикладной опыт применения ML в production;Способен понять, почему метрики на cv и в production могут отличаться;Хорошее знание SQL (идеально – диалект clickhouse);Есть опыт работы с методами машинного обучения и основными инструментами data science: sklearn, XGBoost, LightGBM, CatBoost, gensim;Сможешь реализовать проект от понимания идеи и написания запросов для выгрузки данных до вывода модели в production.Будет плюсом:Понимание принципов CI/CD;Опыт работы с Docker, Kubernetes, Grafana, Clickhouse, Redis. Условия: Удаленный формат работы при сотрудничестве по договору ГПХ/с самозанятым или ИП; Достойное вознаграждение, «в рынке» и даже чуть интереснее - мы ценим таланты и обязательно договоримся!!! Интересные и амбициозные задачи, дающие ощущение причастности к значимому делу, которым можно гордиться. Возможность непосредственно влиять на создание и развитие продукта. Действительно отличную команду, с которой можно обсудить идеи и осуществить наиболее удачные из них. Возможность сильно прокачаться в процессе реализации смелых идей, идущих на пользу проектам - большое поле возможностей и экспериментов!!! Заключение трудового договора по результатам эффективности деятельности. Работу с гибким началом рабочего дня в смешанном режиме работы или при желании в офисе в 2 минутах пешком от метро «Автозаводская»"
ML Engineer/ Data Scientist (WAF),https://hh.ru/applicant/vacancy_response?vacancyId=44481991,2021-07-05T11:45:03+0300,False,,,,От 3 до 6 лет,Гибкий график,Python;machine learning;web security;sklearn;pytorch;docker;,Positive Technologies,Москва,"О компании Мы — компания Positive Technologies. Вот уже 18 лет мы защищаем организации от современных киберугроз: находим уязвимости, расследуем инциденты, разрабатываем высокотехнологичные ИБ-продукты и сервисы. У нас шесть офисов в России (Москва, Санкт-Петербург, Самара, Нижний Новгород, Томск и Новосибирск). Мы создали более десяти продуктов в области противодействия киберугрозам и успешно продвигаемся на мировой рынок. Мы сейчас ищем Специалиста по машинному обучению в нашу команду Департамента разработки WAF (Web Application Firewall).WAF - это межсетевой экран, который обнаруживает и блокирует атаки, обеспечивает непрерывную защиту приложений, пользователей и инфраструктуры и помогает соответствовать стандартам безопасности. Чем предстоит заниматься:  Проектирование математических моделей обнаружения атак на веб-приложения; Разработка и прототипирование статистических методов обнаружения аномалий в трафике; Поддержка и улучшение существующих алгоритмов машинного обучения в Application Firewall.  Что ждём от кандидата:  Уверенное знание Python, git; Знание основных алгоритмов/методов машинного обучения; Владение библиотеками Pytorch, sklearn.  Будет плюсом:  Знание основных веб-технологий и протоколов; Опыт работы с docker, k8s и микросервисной архитектурой.  Условия:  Возможность работать удалённо. Гибкий график работы – можно выбрать начало рабочего дня. Шесть недель оплачиваемого отпуска в год. ДМС со стоматологией и вызовом врача на дом. Плюс страховка для путешествий. Возможность участвовать как в профессиональных мероприятиях компании, так и разделить свои увлечения в клубах по интересам (спорт, настольные игры, онлайн-мафия, книжный клуб и т.д.) - можно присоединиться к уже имеющимся или предложить что-то своё :) "
Data-инженер/SQL-разработчик,https://hh.ru/applicant/vacancy_response?vacancyId=46019930,2021-07-06T15:40:41+0300,False,,,,От 1 года до 3 лет,Полный день,SQL;MySQL;Работа с базами данных;PostgreSQL;,SOKOLOV,Тула,"Наши команды работают по Канбан. Это продуманные задачи, взаимопомощь и доверие. Команда вместе планирует работу и обсуждает задания, а все критерии проверки известны заранее.В зависимости от навыков и опыта определим ваш уровень, остальное подтянем в совместной работе.ВЫ НАШ ИДЕАЛЬНЫЙ КАНДИДАТ, ЕСЛИ ВЫ ОБЛАДАЕТЕ:Опытом организации хранилищ данных - DWH;Знаниями SQL (Middle);Опытом работы с ETL - пакетами (SSIS);Опытом построения OLAP-кубов (SSAS);Знаниями Power BI - DAX (junior/middle);Опытом командной разработки.ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ:Архитектурная разработка и построение хранилищ данных (DWH);Организация ETL-процессов по обновлению хранилищ (источники: БД mssql, mysql, postgresql, внешние источники по api);Построение OLAP-систем на хранилище данных.ОТ НАС:Атмосфера сотрудничества и дружный коллектив;Внимание к вашим идеям, предложениям и инициативам;Обучение внутри компании, поощрение личностного и профессионального роста;Достойный уровень заработной платы;Официальное оформление по ТК;Работа 5/2 с 9:00 до 18:00; в офисе или удаленноПРИСОЕДИНИВШИСЬ К НАШЕЙ КОМАНДЕ, ВЫ ПОЛУЧИТЕ:Работу в стабильной международной, стремительно развивающейся компании;Возможность реализовать свои профессиональные навыки и идеи;Амбициозные цели и интересные задачи."
Data Engineer,https://hh.ru/applicant/vacancy_response?vacancyId=46193346,2021-07-13T11:02:18+0300,False,,,,От 1 года до 3 лет,Полный день,SQL;Python;MS SQL;VBA;MS PowerPoint;Big Data;Аналитические исследования;Работа с базами данных;Базы данных;Анализ данных;Аналитика;,Алмазэргиэнбанк АКБ,Якутск,"Обязанности: • Создание локального хранилища данных DWH;• Описание и внедрение стандартов работы с данными и инструментами в Confluence;• Подготовка требований к формату и составу данных в DWH;• Разработка и внедрение ETL процессов, оптимизация способов загрузки и хранения данных для увеличения производительности, автоматизация процесса сбора и очистки данных;• Помощь аналитикам и продуктовым командам с оптимизацией неэффективных запросов;• Формирование целевых витрин моделей данных для дальнейшего анализа, реализация аналитических отчетов поверх них, визуализация;• Настройка и поддержка основной BI;• Настройка мониторинга производительности DWH, ETL, BI инструментов, доступности, полноты и качества данных. Требования: • Аналитические способности, аккуратность при работе с цифрами, ответственность, коммуникабельность;• Систематизация/классификация любых данных из любых источников• Интерес к работе с разнообразными массивами данных, желание погружаться в предметные области DataGovernance;• Умение работать в команде, готовность учиться и передавать знания;• Заинтересованность в личном развитии и вовлеченность в процессы организации.Знания:• Твердые знания Python и основных библиотек, SQL, плюсом будет знание R;• Твердые знания алгоритмики;• Желателен опыт создания ETL-процедур (загрузка с различных источников web/streaming/API/*DBC);• Опыт работы с реляционными БД;• знание теории, основных понятий и концепций DWH, BigData, ML. Условия: - достойная оплата труда;- офис в центре города;- официальное трудоустройство и социальный пакет;- льготное кредитование сотрудников;- возможность повышать свои навыки и компетенции, развивать карьеру в банковской сфере"
Аналитик Big Data,https://hh.ru/applicant/vacancy_response?vacancyId=46193929,2021-07-13T11:12:58+0300,False,,,,От 3 до 6 лет,Полный день,SQL;Python;Hadoop;Teradata;UML;,Уральский завод гражданской авиации,Москва,"Обязанности: Разработка и внедрение на предприятии системы анализа данных о функционировании авиационной техники в процессе испытаний и эксплуатации. Поиск и выбор подрядчиков по разработке систем анализа данных. Оформление технических заданий на разработку систем анализа. Организация на предприятии структурирования и подготовки данных для анализа. Разработка алгоритмов анализа и интерпретации результатов анализа данных о функционировании авиационной техники. Требования: Авиационное или аэрокосмическое образование (предпочтительно МАИ, СГАУ, КАИ, МЭИ, МИФИ, МГТУ, МГТУ ГА, МФТИ) Опыт работы в сфере авиастроения или двигателестроения (КБ) Образование в области технологий обработки «больших данных». Дополнительными плюсами будут: опыт работы в авиационной промышленности (самолёты, вертолёты, двигатели, БРЭО, системы, вооружение); опыт аналитической работы в любых областях; опыт руководства коллективами разработчиков программных продуктов или алгоритмов, аналитиков любых направлений. Условия:  Работа в дружном коллективе на крупном развивающемся предприятии Возможность личностного и профессионального роста Достойная и своевременная заработная плата Официальное трудоустройство в соответствии с ТК РФ Посещение профильных конференций и семинаров за счёт средств компании Корпоративные мероприятия Адрес: Москва, проспект Маршала Жукова 1, с.1. "
Аналитик (Big Data),https://hh.ru/applicant/vacancy_response?vacancyId=46193249,2021-07-13T11:01:02+0300,False,,,,От 1 года до 3 лет,Полный день,,Сбербанк,Екатеринбург,"Мы – новая команда Управления ИТ «Кредитные продукты» розничного бизнеса, которая занимается проектированием и разработкой витрин данных для создания финансовой отчётности.Мы ищем в команду Аналитика.Вам предстоит: - Анализ требований заказчика;- Подготовка требований для разработки витрин;- Анализ качества данных (тестирование результата).Ожидаем от кандидата:- Знание SQL (HiveQL/Oracle)- Понимание ETL-процессовБудет плюсом:- Опыт анализа данных- Опыт работы в команде Agile/scrum- Опыт работы с АБС ЦФТ- Опыт работы с финансовой отчётностью и/или кредитными продуктами."
Архитектор баз данных/Data Engineer,https://hh.ru/applicant/vacancy_response?vacancyId=42746402,2021-07-13T14:49:32+0300,False,,,,От 1 года до 3 лет,Полный день,Java;Python;SQL;Linux;C++;ORACLE;База данных: Oracle;Git;C#;,Банк Санкт-Петербург,Санкт-Петербург,"Банк «Санкт-Петербург» - крупнейший коммерческий банк Северо-Западного региона России. Банк активно технологически развивается. Внутри Банка функционирует и успешно развивается Дирекция операций на финансовых рынках - структурное подразделение, состоящее из трейдеров, разработчиков, математиков и бизнес-аналитиков. Мы  – это коллектив профессионалов с большим опытом и знаниями в области математики, программирования, трейдинга и тестирования. Особенностью нашей деятельности является то, что мы сами делаем продукт и сами же его используем. Расстояние между заказчиком-аналитиком и разработчиком – не более десяти метров! Награды за достижения и ответственность за ошибки принадлежат только нам. Мы очень требовательны к качеству, производительности и отказоустойчивости наших программных продуктов, а также к самим себе. Финансовый рынок глобален, он быстро и беспристрастно оценивает работающих на нем. Остаются только лучшие, остальные – отсеиваются. Мы – те самые оставшиеся. Всеми нами движет азарт соревнования с выдающимися мировыми математиками, трейдерами, бизнес-аналитиками, разработчиками. Мы делаем Уже десять лет мы шаг за шагом выстраиваем экосистему эффективной работы на финансовых рынках. Она состоит из нескольких высоконагруженных автоматизированных систем реального времени, отвечающих за ценообразование, управление портфелем, оценку рисков, их принятие, удержание и перекрытие на торговых площадках. У нас небольшая, но эффективная команда. Работаем по agile, но любим ТЗ и системность. Еще любим тесты. Для управления разработкой используем git и стек Atlassian. В число разработанных нами продуктов входят десктопные, веб- и мобильные приложения, тесно связанные друг с другом где-то через интеграционные решения, где-то напрямую. Часть систем работает в режиме 24/7. Наш стек технологий  .NET, Java, С++, Python, R, IBM WebSphere, OpenShift, QlikView, OneTick. Если мы чувствуем, что нам не хватает экспертизы в какой-то области или задача не является бизнес-критичной, мы привлекаем аутсорсеров и отчаянно боремся с ними, добиваясь нужного нам качества. Мы ищем Увлеченных профессионалов, нацеленных на долгосрочное сотрудничество: разработчиков, математиков, бизнес-аналитиков, специалистов по тестированию, трейдеров. Необходимое условие для всех – умение и желание работать с алгоритмами. Мы очень ценим самостоятельность, находчивость, скрупулёзность Вам предстоит  Проектировать и обеспечивать стабильную работу высоконагруженных баз данных финансовых инструментов Разрабатывать инструменты обработки данных и библиотеки доступа Поддерживать и развивать существующие решения на базе OneTick, Oracle, MSSQL Документировать разрабатываемые решения  Процесс аналитики и разработки налажен – суеты не будет. Бояться бюрократии не надо – вы будете от нее избавлены. Рабочее время будет отдано достижению результата, но: «Кои долгохвостой стратегии, сикурсной тактики и парадирного строя крепко держатся, таковых нарочита прочь на особо неважные дела усылать»! Нам важно  Высшее образование (программирование, математика, физика) Опыт проектирования баз данных Oracle/MSSQL Знание SQL (PL/SQL, T-SQL) Опыт программирования на Java или C# Опыт работы с Linux Технический английский  Преимуществом будет  Опыт работы с OneTick Программирование на R, Python Опыт работы с нереляционными базами данных (Hadoop, ElasticSearch) Навыки администрирования Linux Опыт работы со средствами визуализации и мониторинга Grafana, Kibana Опыт участия в построении промышленных DWH  Мы предлагаем  Высокий уровень дохода, условия обсуждаются с каждым кандидатом индивидуально по результатам интервью Комфортный офис класса А+ в 10 минутах ходьбы от ст.м. Новочеркасская Профессиональный и дружный коллектив Зона отдыха и питания (оборудованная и просторная кухня, чай, кофе, снеки, настольный теннис, корпоративная библиотека) Свободный дресс-код Льготные условия кредитования для сотрудников Достаточно гибкий график работы "
Руководитель отдела углубленной аналитики (Data Science),https://hh.ru/applicant/vacancy_response?vacancyId=46193714,2021-07-13T11:08:35+0300,False,,,,От 1 года до 3 лет,Удаленная работа,Python;SQL;Machine Learning;Data Analysis;Pandas;R;Data Science;,MERLION,Москва,"Ищем коллегу. У нас большие планы по развитию компании и сотрудников, мы привыкли видеть возможности, а не препятствия. Вы тоже? Тогда давайте знакомиться! О компании MERLION – крупнейший российский дистрибьютор, мы продаём компьютерную, цифровую и бытовую технику торговым сетям и через собственные торговые марки, обеспечиваем большой, средний и малый бизнес ПО. У нас есть собственное производство компьютеров, офисной мебели, а также логистическая инфраструктура. MERLION – это экосистема сервисов, которые ежедневно помогают нашим клиентам и партнёрам достигать их целей. Компания основана в 1992 году, входит в рейтинг Forbes «200 крупнейших частных компаний России». Масштаб  более 20 компаний и проектов в холдинге; 920 мировых брендов в дистрибуции; 215 000+ позиций ассортимента; 8 700 активных партнёров (маркетплейсы, производители, ресейллеры, розничные сети, системные интеграторы, СМБ-компании);  Команда В MERLION реализуют свою мощь и талант более 15 000 сотрудников, более 600 человек – это наша IT dream team. IT команда MERLION – это среда для профессионального и личного развития, творчества и нетворкинга. Вместе мы делаем невероятные и крутые проекты, повышаем качество цифровых услуг и высокотехнологичных продуктов. Рабочие задачи:   Прогнозирование временных рядов: оборот холдинга на различных уровнях от месячной величины компании до разреза день-товар-канал сбыта;   Анализ продаж сопутствующих товаров;   Создание рекомендательной системы для корзины клиента;   Сравнение клиентов, поиск лучших каналов сбыта, настройка правил отгрузки для смежных клиентов. Кластеризация;   Расчет жизненного цикла ID: ввод новых, вывод старых;   Участие в построении ассортиментной политики: товары драйверы, излишки, недостающие товары в ассортименте;   Участие в создании системы ценообразования с использованием парсинга b2b кабинета конкурентов;   Поиск зависимостей в данных, проверка гипотез.   Чем предстоит заниматься:   Развитие предиктивной аналитики, оптимизации и машинного обучения;   Полный цикл: бизнес-запрос, формирование архитектуры решения и реализация алгоритмов, подбор метрик качества, тюнинг моделей и вывод полученных решений;   Опыт руководства отделом аналитиков / Data Science;   Участие в разработке архитектуры платформы;   Техническое лидерство и рецензирование кода;   Постановка задач по разработке витрин данных;   Консультации и поддержка разработчиков по использованным в моделях алгоритмам, при переводе моделей в бой.   Ваш опыт, навыки и личные качества:  Высшее образование (математическое, IT, экономическое); Преимущественно ВУЗы: МФТИ, МГУ, МИФИ, МГТУ им. Бауман, ВШЭ);  Проактивность и готовность работать автономно;   Фокус на бизнес-ориентированность в сочетании с аналитическим мышлением; Опыт участия в ML соревнованиях (Kaggle и т.п);   Опыт самостоятельного построения и внедрения в практику прогнозных и аналитических моделей;   Стек: Python, R, SQL;   Опыт построения аналитических моделей и тестирования гипотез;   Умения видеть за цифрами причины и суть явлений и выделять главное;   Умение систематизировать и визуализировать результаты своей работы;   Аналитическое применение существующих и разработка новых метрик;   Высокий уровень самоконтроля   Мы предлагаем:  оплата по рынку и выше; гибридный офис или полная удалёнка (по договорённости); офис только что после ремонта, гибкие рабочие места и супер удобная мебель; корпоративная программа лояльности, скидки на товары и услуги партнёров; сильная команда специалистов по разным направлениям; возможность повлиять на цифровую трансформацию крупнейшей российской компании из списка Forbes; график 5/2 с гибким началом рабочего дня; официальное трудоустройство в штат компании по ТК РФ.  Почему у нас хорошо?  Стабильность. Компания экономически устойчива и растёт каждый год (за 2020 год рост бизнеса составил 34%). Масштаб. Вы станете участником крупных проектов, полностью меняющих бизнес-процессы и даже бизнесы.   Интерес. Вы попадёте в насыщенную событиями рабочую атмосферу крупной компании. Доверие. Лояльное руководство, отсутствие микроменеджмента. Комфорт. Мы за work-life balance – стараемся жить без переработок и отдыхать в выходные.    Присоединяйтесь! "
Master Data Manager\BI Architect,https://hh.ru/applicant/vacancy_response?vacancyId=41644649,2021-07-13T10:07:54+0300,False,,,,От 3 до 6 лет,Полный день,MS PowerPoint;Английский язык;Работа с базами данных;Project Expert;Data Analysis;,Такеда Россия,Москва,"Key Objectives   Support and optimization of analytical reports and processes Ensure relevance and stable work of local BI system - QlikView Effective collaboration with 3rd party support lines and providers  Job Responsibilities  Create and support of regular analytical reports based on data from different systems (HR, Finance, CRM, etc.) Optimize preparation of existing analytical reports and processes Ensure relevance, completeness and consistency of data in analytical reports and BI system Perform ad-hoc requests for data analysis Data communication with internal and external data providers Effective collaboration with IT/IS team including external support Active participation in BI-related cross-functional projects Ensure understanding of data in analytical reports for end-users  Requirements  2 years of relevant experience Good analytical and visualization skills Intermediate English level Client-oriented communication Expert in creation and optimization of analytical reports and processes (i.e. using NPrinting, ETL, API, VB) Experience in development of BI tools (i.e. PowerBI and QlikView) Advanced MS Office – Excel and Power Point Structured way of thinking and communication Good analytical and visualization skills Attention for details Proactive approach High level of discipline – time and quality Driven for result through continuous improvement Passion for technologies Quick learning abilities  We offer:   Competitive salary and bonus system Medical and life insurance Meal allowance Preferential programs for employees Corporate events and celebrations Ability to learn from the best-in-class colleagues Unlimited opportunities for professional self-realization   "
"Наставник на онлайн курс ""Data science""",https://hh.ru/applicant/vacancy_response?vacancyId=46195757,2021-07-13T11:44:28+0300,False,,,,От 1 года до 3 лет,Удаленная работа,"Python;PyTorch;Нейронные сети;Keras;REST API;Pandas;Flask;Умение работать в условиях многозадачности;Групповое обучение;Коммуникабельность, ответственность;",Университет Иннополис,Казань,"Сектор специализированной ИТ-подготовки Университета Иннополис ищет наставников на онлайн курс &quot;Data science&quot;. Занятость частичная, оплата зависит от нагрузки, удаленный формат. Обязанности:  проверка домашних заданий слушателей; обратная связь по домашним заданиям; групповые консультации 2 раза в неделю по 60 мин.  Требования:  опыт разработки и тестирования приложений, основанных на машинном обучении с набором технологий Python, Pandas, Numpy Pytorch / Tensorflow 2.x / Keras, OpenCV, NLTK, Natasha, Docker, Flask, REST API; опыт разработки нейронных сетей на языке Python (CNN, RNN, Transformer); опыт работы Data scinece от 2-3 года; опыт преподавания, менторства, а также опыт тимлидом или техлидом приветствуется.  Условия:  оформление ГПД, оплата почасовая по договоренности; 2000 руб/час - проведение консультации; 200 руб/задание - проверка домашнего задания.  Для Вас:  возможность систематизировать свои знания и опыт; прокачать навыки публичных выступлений; получить новый опыт в качестве IT-тренера в Университете Иннополис. "
Data processing Senior Specialist / Старший специалист по обработке данных,https://hh.ru/applicant/vacancy_response?vacancyId=46208759,2021-07-13T15:41:23+0300,False,,,,От 1 года до 3 лет,Полный день,IBM SPSS;SPSS;Работа с базами данных;Статистический анализ;Статистика;Аналитическое мышление;Многозадачность;Работа в команде;VBA;Python;,Ipsos,Москва,"У вас аналитический склад ума? И вы не боитесь работать с большими объемами данных? А также стремитесь к новым знаниям и постоянному развитию? Присоединяйтесь к нам и станьте частью инновационной, международной группы компаний. Мы в Ipsos верим, что нашим клиентам нужен не просто поставщик данных, им нужен партнер, способный предоставить точную и релевантную информацию и извлечь из нее практически применимую суть. Наша команда занимается:  проверкой и чисткой баз данных маркетинговых исследований (на логику, достоверность информации, соответствие ТЗ) построением таблиц любой сложности на основе полученного ТЗ ведением трекинговых (волновых) проектов конвертацией баз в другие требуемые форматы данных непрерывным процессом улучшения методов работы, автоматизаций, поиском новых решений в качестве ПО используем IBM SPSS Statistics, для сопутствующих задач применяем Python, Dimensions, VBA Excel, SQL и другие (oпционально) написанием скриптов для онлайн/оффлайн опросов  От вас ожидаем, что вы:  имеете опыт обработки данных в SPSS с использованием синтаксиса имеете высшее техническое, математическое или физико-математическое образование владеете английском языком на уровне чтения технической литературы и общения с техподдержкой знаете статистику и методы анализа данных имеете желание и способность работать с большими объёмами данных внимательны, интеллектуально любознательны, интересуетесь инновациями, умеете работать в режиме многозадачности  Преимуществом будет, если вы владеете:  базовыми навыками работы в Python, VBA навыками программирования на любом из языков: C#, VB, JavaScript  А если нет - мы очень любим обучать! Что мы предлагаем:  работа в стабильной компании, честно исполняющей трудовое законодательство (в части оформления, выплат, гарантий) медицинский сервис с расширенным пакетом ДМС участие в программах корпоративных привилегий график работы 5/2, с 10 до 19 комфортабельный офис в шаговой доступности от ст. м. Красносельская (возможно совмещение работы в офисе и дистанционно) непрерывное обучение и развитие в дружной команде "
