vacancy,url,created,has_test,salary_from,salary_to,currency,experience,schedule,skills,employer,area,description
"Middle/Senior QA Automation (Mobile, Python)",https://hh.ru/applicant/vacancy_response?vacancyId=46211298,2021-07-13T16:37:51+0300,False,,,,От 1 года до 3 лет,Полный день,Python;Atlassian Jira;Linux;,МегаФон,Москва,"О проекте Мы ищем Middle/Senior QA-инженера в команду автоматизации тестирования, которая тестирует приложение МегаФона, сайт lk.megafon.ru, бэкенд и сопутствующие сервисы. Наше приложение – это отличный способ быстро подключить или отключить услуги, посмотреть детализацию, воспользоваться дополнительными сервисами. Приложение постоянно меняется вслед за новыми тарифами и услугами, представлениями дизайнеров и маркетологов. Поэтому мы постоянно развиваем и адаптируем наши процессы тестирования, подходы и решения для оперативных релизов и улучшения качества. Что будешь делать:  Автоматизировать тестовые сценарии, писать сопутствующие утилиты, различные клиенты, моки и многое другое. Заниматься поддержкой и развитием архитектуры кода и инфраструктуры автоматизированных тестов. Работать с баг-таск трекинговой системой (у нас Jira). Вести техническую документацию. Проводить code review и помогать коллегам улучшить качество кода. Взаимодействовать с коллегами из других команд: аналитиками, дизайнерами, менеджерами и разработчиками.  Мы ожидаем, что ты:  Имеешь опыт в автоматизированном тестировании мобильных/веб-приложений и бэкенда на Python от 1 года; Знаешь и применяешь в работе техники тест-дизайна; Работал и знаешь особенности appium/selenium webdriver Работал с linux и системами контейнеризации и виртуализации Имеешь опыт работы с NoSQL базами данных. Ясно излагаешь свои мысли и умеешь оформлять их в тикеты; Умеешь эффективно планировать свою работу;  Будет преимуществом:  Имеешь глубокие знания особенностей мобильных платформ и уверенно работаешь с любым мобильным девайсом; Имеешь опыт работы с системами ELK и подобными.  Что мы предлагаем:  Масштабные задачи; Профессиональное развитие; Работу в команде экспертов с грамотным менеджментом; «Белую» конкурентную заработную плату и оформление по ТК РФ; Гибкое начало рабочего дня; Наш офис: Москва, ст.м.Новослободская, Оружейный переулок, 41; ДМС со стоматологией; Современное «железо»; "
Python-разработчик в Биллинг,https://hh.ru/applicant/vacancy_response?vacancyId=46413528,2021-07-28T18:34:49+0300,False,,,,От 1 года до 3 лет,Полный день,Python;,Яндекс,Санкт-Петербург,"Команда разработки сервиса Яндекс.Биллинг продолжает искать разработчиков в одну из самых сложных и нагруженных финансовых систем в России. Ежедневно инфраструктура Биллинга обрабатывает 560 миллионов транзакций и сопровождает взаиморасчеты с десятками миллионов клиентов и партнеров компании: таксопарками, интернет-магазинами, владельцами площадок рекламной сети Яндекса, агрегаторами различных онлайн-услуг и другими.Сейчас команда разработки модернизирует систему биллинга, которая будет функционировать 24/7 в realtime-режиме и расширяться сервисными плагинами.Мы ищем разработчиков, готовых активно участвовать в развитии системы со сложной бизнес-логикой и свыше 50 миллионов пользователей и партнеров. Что нужно делать:  разобраться в том, как работает система Биллинга и смежные сервисы; автоматизировать новые бизнес-процессы и оптимизировать существующие; строить фундаментальную для благосостояния Яндекса инфраструктуру; участвовать в принятии архитектурных решений.  Мы ждем, что вы:  уверенно программируете на Python/Go; имеете опыт работы с реляционными базами данных и SQL-запросами; знаете как тестировать собственный код.  Мы будем рады, если вы:  пишите на Python и хотите писать код на Go; работали с *nix-подобными ОС; имеете опыт работы с СУБД (в т. ч. через Django ORM/SQLAlchemy); использовали Docker; разрабатывали REST API; занимались построением ETL-процессов; проектировали и разрабатывали распределенные отказоустойчивые системы.  А что мы предлагаем?В Яндексе вы найдёте открытых, готовых к диалогу людей, простую и приятную атмосферу, удобные процессы и просторный офис. А кроме того:  возможность создавать сервисы с миллионами внешних пользователей; комфортный оклад; премии каждые полгода для всех, кто успешно прошел ревью; расширенная программа ДМС: оплата 80% стоимости ДМС для супругов и детей; гибкий график работы – удобное начало рабочего дня; парковку, ипотечные программы, компенсацию питания, тренажерный зал и йога в офисе (а также занятия спортом онлайн) и множество скидок от партнеров Яндекса. "
Pазработчик Python,https://hh.ru/applicant/vacancy_response?vacancyId=46348657,2021-07-19T15:33:23+0300,False,,,,От 1 года до 3 лет,Полный день,Python;SQL;Big Data;Flask;Hadoop;PostgreSQL;Hive;Airflow;СУБД;,IBS,Нижний Новгород,"Компания IBS, крупный российский разработчик сложных ИТ-решений, приглашает в свою команду на программу разработчиков Python. Ваши задачи:  В рамках коммерческих проектов по внедрению систем класса BigData: ­ Разработка структур хранилищ данных; Инжиниринг данных; Разработка интеграционных процедур загрузки данных и наполнения объектов КХД(DWH); Разработка с использованием Spark framework. Взаимодействие с аналитиками (обсуждение и постановка задач).  Наши ожидания:  Высшее техническое образование; Опыт работы от 2-х лет в сфере ИТ; Владение Python, (flask, jinja2, pyspark);  Понимание как устроена работа Linix и работа с основными командами;  Опыт работы с PostgreSQL. Знание SQL на продвинутом уровне; Основные подходы в программировании DRY, DIE, KISS, SOLID, YAGNI;  Знать базовые вещи экосистемы Hadoop.   Было бы плюсом:  Работа с Airflow.  Мы предлагаем:  Современный подход к обучению и развитию сотрудников, сертификацию. Заботу о вашем здоровье и здоровье ваших детей. Стабильный доход, который мы обсудим при встрече индивидуально. Индивидуальный план развития по итогам в рамках аттестации. "
Python developer,https://hh.ru/applicant/vacancy_response?vacancyId=46078440,2021-07-08T10:54:45+0300,False,,,,От 1 года до 3 лет,Полный день,Python;Flask;Грамотность;Unit Testing;Планирование карьеры;,Sofoil LLC,Казань,"Международная компания, занимающаяся геофизическими исследованиями нефтегазовых месторождений, ищет высоко-квалифицированного специалиста для разработки серверной части веб-приложения – цифрового двойника месторождения. Обязанности:  проектирование, разработка и внедрение нового функционала оценка существующей кодовой базы и архитектуры приложения; внесение предложений по её улучшению для более быстрого внедрения нового функционала и повышения стабильности поддержка и рефакторинг существующей кодовой базы разработка unit-тестов на новый и существующий функционал  Требования:  Опыт работы от 2 лет Знание языка Python 3.x Умение грамотно и понятно писать код Готовность вдаваться в предметную область (разработка нефтегазовых месторождений – экономические и/или физические процессы)  Будет плюсом:  опыт разработки приложения на Tornado или Flask опыт работы с GraphQL знакомство с практиками и инструментами, используемых в CI/CD  Условия:  интересные, постоянно развивающиеся проекты в сфере нефтедобычи официальное оформление, полная занятость стабильная, полностью «белая» заработная плата офис в центре города (It-Park); возможность профессионального и карьерного роста  Что мы ждем от сотрудников:  умение работать в команде самостоятельность в работе понятный и подробно комментированный код ответственность чувство времени и пунктуальность умение излагать мысли устно и письменно "
Back-end Developer (Node/Java/Python),https://hh.ru/applicant/vacancy_response?vacancyId=46222999,2021-07-28T11:23:07+0300,False,,,,От 1 года до 3 лет,Полный день,Git;NoSQL;PostgreSQL;MongoDB;REST;,Сбербанк,Москва,"Обязанности:  Формализация и алгоритмизация поставленных задач Написание программного кода Оформление программного кода в соответствии с установленными требованиями Работа с системой контроля версий Учет в соответствующей системе затраченного рабочего времени на разработку и отладку кода Проверка и отладка программного кода Проведение процедур code-review других разработчиков. Формирование рекомендаций по оптимизации программного кода и устранению ошибок, выявленных в процессе code-review Формирование технической документации на разработанный программный код Разработка процедур проверки работоспособности и измерения характеристик программного обеспечения Разработка тестовых наборов данных Проверка работоспособности программного обеспечения Рефакторинг и оптимизация программного кода Исправление дефектов, зафиксированных в соответствующей системе Осуществление интеграции программных модулей и компонент и верификации выпусков программного продукта Анализ требований к программному обеспечению в рамках своих компетенций Помощь и консультирование системных аналитиков в рамках своих компетенций Участие в проектировании архитектуры Разработка микросервисов Интеграция с внешними и внутренними API Написание ETL процессов (опционально) Интеграция с ML-моделями (опционально)  Требования: Обязательные:  Общие знания ООП, знание golang или node.js, контейнеризация Эффективный код 1.Понимание основ построения эффективного кода. 2. Основные паттерны проектирования кода. 3. Тестирование на этапе разработки 4. Интеграционное тестирование Знание архитектурных приложений и технологий (REST, SOAP, MQP; Различные виды архитектуры приложения, их преимущества и недостатки; Кеширование; Сборка и доставка приложения) Опыт разработки в Agile проектах Опыт разработки и проектирования высоконагруженных систем Опыт работы с git Понимание работы с Docker и среды контейнеризации (Kubernetes, OpenShift) желательно Умение писать Unit-тесты, практика TDD Опыт работы с брокером сообщений Kafka Опыт работы с БД (PostgreSQL)  Желательные:  Опыт работы с nosql (MongoDB, Redis, Cassandra, ScyllaDB) Опыт работы с графовыми инструментами (ScyllaDB + JanusGraph или ArangoDB или Neo4j) Понимание принципов или опыт работы с экосистемой Hadoop и spark batch / streaming  Поведенческие компетенции:  Умение находить общий язык и донести свою точку зрения бизнес-экспертам и руководителям команд разработки Позитивный взгляд на вещи и умение искать пути решения возникающих проблем Умение отслеживать связи между разными задачами и их статусами Работа внутри команды и со смежными подразделениями Нацеленность на результат  Общие требования к кандидату:  Высшее техническое образование Опыт работы от 2-3 лет Опыт взаимодействия с подрядчиками Опыт работы с технической документацией  Условия:  Профессиональное обучение, семинары, тренинги, конференции, корпоративная библиотека ДМС, страхование жизни Самые инновационные, амбициозные проекты и задачи Свободный дресс-код Гибкий график для оптимального баланса работы и личной жизни Льготные кредиты и корпоративные скидки Конкурентная компенсация (оклад и премии по результатам деятельности) "
Python developer,https://hh.ru/applicant/vacancy_response?vacancyId=43046032,2021-07-20T15:06:55+0300,False,,,,От 1 года до 3 лет,Полный день,Python;Linux;C++;Git;,Специальный Технологический Центр,Санкт-Петербург,"Приглашаем разработчика Python! У нас много разнообразных задач, связанных с разработкой новых систем и поддержкой существующих сервисов наших проектов. Мы строим распределенные системы с высокими требованиями по нагрузке, производительности и надежности. Проекты в таких областях как Data Mining, Big Data, Natural Language Processing, Machine Learning. Основная задача интеграция решений на основе машинного обучения в программные решения Требования к кандидату:  Опыт разработки от 2-х лет; Знание Python; Понимание принципов построения архитектур программных решений; Знание асинхронного и многопоточного кода.  Будет плюсом:   Опыт работы с микросервисной архитектурой; Знание Golang, С++; Знание архитектур X86, ARM; Опыт reverse enginering; Опыт разработки плагинов IDA Pro.  Условия:  Интересные задачи! Официальную заработную плату + премия по итогам года; Оплачиваемый отпуск 28 календарных дней и другие социальные гарантии; Возможность проходить обучение, посещать профильные мероприятия за счет компании; Современное оборудование рабочего места, работа с передовыми устройствами и технологиями; Дружный коллектив профессионалов; Возможность для профессионального и карьерного роста; Гибкое начало рабочего дня, работа в офисе (удаленно не рассматриваем); Корпоративные мероприятия, объединения по интересам, ДМС, отсутствие дресс-кода и бюрократии, прочие плюшки... Комфортный офис в бизнес-центре (СПб, пр. Непокоренных, метро Пл. Мужества / Академическая). Нет проблем с пробками и парковкой автомобиля. "
Python\Django разработчик (Middle / Senior),https://hh.ru/applicant/vacancy_response?vacancyId=44289833,2021-07-12T16:40:25+0300,False,,,,От 3 до 6 лет,Удаленная работа,Python;Django Framework;Английский язык;Базы данных;,Noveo,Казань,"Мы — международная IT компания Noveo. Занимаемся заказными разработками софта для крупных европейских компаний. Наши представительства находятся — в Париже и на Кипре. А главные офисы разработки ПО находятся в Новосибирске и Санкт-Петербурге, так же в ближайшие 3 месяца мы открываем офисы в Казани и Краснодаре! В связи с открытием офиса в Казани, ведем поиск на позицию Python\Django разработчик (Middle / Senior) Где можно работать: Удаленно из любой точки мира в своем часовом поясе либо в одном из офисов Noveo Казани и Новосибирска Чего мы ждём от кандидата:  отличные знания и опыт разработки на Python (фреймворк Flask или Django) хорошие знания и опыт работы с реляционными базами данных (PostgreSQL), с серверами очередей (RabbitMQ), c Redis опыт проектирования микросервисной архитектуры знания в области DevOps будут плюсом (Docker, AWS, ECS, CI/CD, Terraform, Ansible, Gitlab) разговорный английский    Что получаешь ты при работе удаленно в компании Noveo:  cтабильную долгосрочную загрузку (8 часов в день, 40 часов в неделю), гибкий график работы; возможность работать из любой точки планеты в любом часовом поясе и по свободному графику; конкурентную и официальную оплату труда ежемесячно, ее регулярный пересмотр; возможность изучения новых технологий и их применение в проектах, внутреннее обучение; самые разнообразные проекты от инновационных высокотехнологичных стартапов до мощных высоконагруженных гигантов от крутых европейских заказчиков; участие во внутренних митапах, постоянный обмен опытом с коллегами; четко выстроенные процессы и методология разработки; бесплатное изучение английского языка; отсутствие тотального контроля со стороны компании: мы не делаем скриншоты монитора во время работы, не следим за перемещением мыши по рабочему столу, не выключаем рабочий таймер каждый раз, когда вскипел чайник и ты отправился за кружкой горячего чая. Нам важны качественно и вовремя сделанные задачи, а не то, что происходит в фоне.  О компании Noveo:  18 лет на рынке; 400+ сотрудников; клиенты: крупные западно-европейские компании с высокими стандартными качества к производству ПО. "
Программист Python,https://hh.ru/applicant/vacancy_response?vacancyId=46600510,2021-07-28T15:31:14+0300,False,60000,,RUR,От 1 года до 3 лет,Удаленная работа,Python;Английский язык;C++;Оптимизация кода;,Группа Компаний ОЗНА,Уфа,"Обязанности: ∙ Применение инструментов машинного обучения для решения задач нефтегазовой сферы; ∙ Создание и редактирование компонентов в рамках существующей системы; ∙ Разработка новых модулей; ∙ Решение оптимизационных задач; ∙ Взаимодействие с frontend-разработчиками. Требования:   ∙ Навыки программировании на языках С/C++ и Python ∙ Желание работать над проектами в сотрудничестве и слышать другие мнения; ∙ Знание английского языка на уровне intermediate и выше; ∙ Командной работы; ∙ Желания писать хороший код.   Условия:  Оформление согласно ТК РФ; Полный социальный пакет; Достойная оплата труда, система премирования; Обучение за счет компании; "
Python Developer,https://hh.ru/applicant/vacancy_response?vacancyId=45593734,2021-07-19T23:11:53+0300,False,,,,От 3 до 6 лет,Удаленная работа,Python;Django Framework;,СберМаркет,Москва,"СберМаркет — технологический онлайн-сервис, который помогает делать покупки не выходя из дома.СберМаркет был создан на основе стартапа Instamart, присоединившегося к экосистеме Сбера в сентябре 2019 года. Наша миссия: экономить время, энергию и деньги людей для чего-то более важного.Мы хотим, чтобы клиент мог заказать продукты и товары с доставкой через нашу платформу из своих любимых магазинов, поэтому сотрудничаем уже с более 60 федеральными и региональными ритейлерами.Среди наших партнеров крупнейшие торговые сети: METRO, ЛЕНТА, АШАН, О’КЕЙ, Твой Дом и многие другие.Сегодня мы работаем на одном из самых крупных и динамичных потребительских рынков. В СберМаркете по-прежнему живы дух, скорость и независимость стартапа. В то же время мы располагаем силой и мощью крупнейшей в России экосистемы Сбера.СберМаркет это:- один из лидеров рынка e-groceries в России- рост более чем в 11 раз год к году- передовые технологии и собственная разработка- возможность задавать тренды в своей профессии и быть первопроходцем- классная команда и открытая корпоративная культура- быстрый рост и самостоятельное управление проектами- конкурентная зарплата и надежность В данный момент мы ведем разработку с нуля PIM-системы (Управление продуктовой информацией), которая позволит обеспечить Сбермаркет качественной и актуальной информацией о товарах, а клиентам получать высокое качество сервиса: достоверное и полное описание товаров, актуальные цены и стоки, забыть о постоянных заменах товаров и о возвратах денежных средств. Работая с нами Вы получите возможность повлиять на качество жизни миллионов пользователей по всей России и получите ценный опыт, который повысит Ваш профессиональный уровень и ценность на рынке. Мы собираемся сделать самую умную и совершенную PIM-систему. Помимо базовой функциональности, будет возможность поучаствовать в сложных проектах по автоматизации поиска, улучшению категорийной навигации, созданию партнёрских бэкендов и полноценного REST-API (автоматическая интеграция каталогов партнёров), найдётся место и для технологий с применением ML. С нашей стороны:   сильная команда с опытом создания высоконагруженных PIM-систем (не придётся решать задачу про 7 красных перпендикулярных линий - мы создаём уже известный команде и понятный функционал)   Понятные ТЗ и возможность пообщаться с непосредственными пользователями (мы точно знаем, что мы делаем, и кто будет этим пользоваться)   Адекватный проджект-менеджмент и понятные тайминги   В принятии решений руководствуемся здравым смыслом и богатым жизненным и профессиональным опытом   Если для вас это важно - мы ждём вас. Ожидаем от Вас:   Уверенное знание Python3 с опытом коммерческой разработки более трёх лет   Понимание того, как работают Web-приложения   Уверенное знание Django (ORM, Templates, Forms)   Опыт разработки на AsyncIO   Опыт работы с PostgreSQL   Умение работать с Docker’ом   Навыки проектирования сервисов и опыт эксплуатации в проде   Уверенное владение git, bash   Будет плюсом:   опыт проектирования API  знание Linux на уровне администрирования  Условия работы:   амбициозные и интересные задачи   конкурентоспособная &quot;белая&quot; заработная плата (по результатам технического интервью)   возможность внести свои инициативы и увидеть результат своей работы   адекватное руководство, компетентный коллектив, низкий уровень бюрократии   оформление по ТК РФ   соцпакет после прохождения испытательного срока (ДМС, фитнес, курсы, услуги нашего сервиса)   MacBook Pro для работы   работа удаленно или в офисе в центре Москвы   гибкий график работы: время прихода с 8:00 до 11:30 и ухода с 17:00 до 20:30 (1 час перерыв на обед)  "
Python разработчик,https://hh.ru/applicant/vacancy_response?vacancyId=45558804,2021-07-07T19:39:57+0300,False,60000,200000,RUR,Нет опыта,Полный день,,БАРС Груп,Рязань,"Наша команда разрабатывает крутой продукт автоматизации кадрового учета и бухгалтерской деятельности в большой дружной компании БАРС Груп. Особой гордостью нашей команды является то, что помимо внешних крупных клиентов мы сами используем свой продукт. Процесс разработки включает в себя несколько потоков от решения инцидентов до изобретения собственных инструментов и рефакторинга (скучно здесь никогда не бывает), двухэтапное код-ревью (индусский код никому не нужен), автоматическое тестирование. Мы пишем высоконагруженное приложение и решаем задачи, которых вы не встретите в 80% других django-проектов. Команда распределена по разным городам, но мы часто проводим вместе время на мероприятиях и иногда даже ездим в путешествия, ежедневно созваниваемся. У нас вы сможете перенять опыт профессионалов, которые более 5 лет развиваются в данном стеке. Работать можно как из офиса, так и из дома под теплым пледом.   На техническом собеседовании мы ожидаем:   Опыт работы от года на Python   Опыт работы с Django;   Опыт работы с СУБД PostgreSQL;   Понимание работы контейнеров Docker, Docker Compose;   Знание ООП и структур данных;   Понимание работы web-запросов, nginx, распределенных систем;   Знание JavaScript (приветствуется опыт в ExtJS);   Наш стек:   Python 3.8   Django 2.2   Postgresql 13   ExtJS   rabbitmq   redis   git   jira   confluence   jenkins   Мы предлагаем:   Комфортный офис и возможность удаленной работы;   Позитивную атмосферу, молодой коллектив;   Широкие возможности профессионального и карьерного роста;   Официальное трудоустройство, &quot;белую&quot; зарплату, регулярно повышающаяся по гибкой системе грейдов и аттестаций;  "
Инженер-программист Python,https://hh.ru/applicant/vacancy_response?vacancyId=41959154,2021-07-29T06:31:49+0300,False,,,,От 1 года до 3 лет,Полный день,Python;Git;SQL;Linux;MySQL;,Центр финансовых технологий,Новосибирск,"Ищем мастера бэкенда в команду Machine learning! Удаленная работа на период пандемии. Команда (60+ человек) делает проекты с использованием машинного обучения – обучает новые модели, исследует данные, ищет в данных значимые признаки. Разработчики занимаются созданием и поддержкой инфраструктурных систем и сервисов, таких как система валидации и учета клиентских данных, инфраструктура для А/Б тестирования, работа с потоковыми голосовыми и текстовыми данными. Наш стек:   микросервисы на asyncio python 3.7+, собираются в контейнеры с помощью Gitlab CI и живут в kubernetes, CD построен на flux и flagger;   библиотеки: asyncio, aiohttp;   в командах налажен code review, практика написания unit тестов, работа по GitFlow;   мы стараемся использовать самые свежие Open Source технологии;   всячески способствуем и поощряем развитие сотрудников!   Обязанности:  разработка сервисов, реализация бизнес-логики; выкатка ML моделей в production; разработка пайплайна получения значимых признаков; опциональное участие в разработке моделей.  Требования:  опыт в python backend разработке от 2-х лет/ опыт в разработке и проектировании асинхронных распределенных систем; production опыт с sql и nosql базами данных на уровне построения схем и оптимизации запросов; опыт работы в команде (gitflow, code review); опыт работы с CI/CD + K8S или желание изучить эту тему.  Условия:   официальное трудоустройство, полный социальный пакет;   современный уютный офис по линии метро (Октябрьская) или в Академгородке (на ваш выбор);   возможность профессионального развития: внутренние и внешние конференции и тренинги, собственная библиотека, участие в развитии сообщества и т.д.;   вдохновляющую корпоративную культуру: весёлые праздники, творческую атмосферу, живое общение во внутренней социальной сети;   заботу о здоровье: программы ДМС и собственный медицинский кабинет;   скидки, бонусы на различные услуги и многое другое.  "
DevOps Инженер (Python),https://hh.ru/applicant/vacancy_response?vacancyId=46408662,2021-07-21T11:49:56+0300,False,,,,От 1 года до 3 лет,Полный день,Python;SQL;Git;ООП;Pandas;,Сбербанк,Москва,"Команда Интеллектуальной системы управления Сбера ведет подбор разработчика в направление Data Science. Мы разрабатываем модели машинного обучения для анализа и прогнозирования поведения тысяч сотрудников. Есть ряд NLP задач по автоматической обработке текстовой обратной связи для улучшения клиентского опыта, продукта и сервисов. Решаем реальные бизнес-задачи, поэтому в скоуп входит тестирование, внедрение в пром и оценка финансового результата.  Основные функции:1. Управление релизной инфраструктурой моделей (Openshift, Jenkins, Nexus, Bitbucket, SonarQube).2. Организация релиза и деплой в технологическом сервисе исполнения моделей.3. Архитектурная проработка решения, проектирование и реализация процессов поставки данных и промышленной поставки моделей в новых контурах.4. Разработка инфраструктурных модулей на python: подключение источников и справочников, расписание, система контроля качества.5. Оптимизация расчетов.6. Развитие системы мониторинга работы моделей.7. Inner source разработка платформенных сервисов на основе результатов работы модели. Есть возможность участвовать:1. Анализ данных и генерация признаков.2. Создание датасетов для обучения моделей.3. Написание тестов для проверки корректности реализации признаков модели.Ждем от кандидата: 1. Высшее математическое/техническое/экономическое образование.2. Знание SQL: опыт написания аналитических запросов, процедур и функций, понимание принципов работы БД.3. Опыт анализа / обработки данных на библиотеках Python (Numpy, Pandas), понимание принципов ООП.4. Навык работы с репозиторием кода Git.5. Умение и желание разбираться в чужом коде.6. Обучаемость и стремление находить решения самостоятельно.Будет плюсом: 1. Опыт DevOps (Jenkins, Nexus, Bitbucket, SonarQube, Openshift).2. Умение профилировать и оптимизировать код на Python.3. Знание систем банка (данных): что можем измерить, какие данные уже хранятся, где.4. Опыт написания Unit и интеграционных тестов. Условия работы: · Возможность участия в профильных конференциях и тренингах за счет Банка.· Обучение в одном из лучших в стране Корпоративном университете.· Работа в комфортном и технологичном офисе в 5 минутах от метро Кутузовская.· Возможность частично удаленной работы.· Бесплатный подземный паркинг и спортзал в офисе.· ДМС и пенсионная программа."
Python разработчик,https://hh.ru/applicant/vacancy_response?vacancyId=46150486,2021-07-12T10:29:31+0300,False,30000,50000,RUR,От 1 года до 3 лет,Удаленная работа,Python;Django Framework;jQuery;Ajax;HTML;,Альфа Лайн,Тольятти,"Обязанности:  разработка модулей и проектов на Django (в том числе правка html/jquery в случае ajax/редко vuejs)  Требования:  python3, django, fastAPI html/css/js/jquery/vuejs опыт работы class based views  Условия:  удаленная работа  Разрабатываем комплексные системы - CRM/ERP, разного рода SaaS. В основном работа с БД и формами, много кастома форм. Работаем через git, cloud9, docker."
