vacancy,url,created,has_test,salary_from,salary_to,currency,experience,schedule,skills,employer,area,description
Руководитель R&D отдела (Machine Learning),https://hh.ru/applicant/vacancy_response?vacancyId=38552927,2021-07-19T05:57:15+0300,False,,,,От 1 года до 3 лет,Гибкий график,,Azoft,Новосибирск,"18 лет компания Azoft работает на рынке международного IT-аутсорсинга, предоставляя услуги разработки ПО для компаний по всему миру. Мы ищем ответственного, ориентированного на людей руководителя отдела. Готового вкладывать в своих людей время и силы.Отдел R&amp;D занимается нестандартными проектами, на которых применяет методы машинного обучения для решения задач наших клиентов. Мы учим квадрокоптер летать самостоятельно, распознаем объекты на изображениях, анализируем видео - и аудио- потоки, разрабатываем рекомендательные системы и др. Чем предстоит заниматься: Руководить отделом, а именно   Координировать работу отдельных ML-инженеров и целых команд   Распределять проектные ресурсы и планировать загрузку   Повышать эффективность бизнес-процессов внутри отдела и во взаимодействии со смежными отделами   Совместно с отделом продаж обеспечивать загрузку для разработчиков, участвовать в переговорах с клиентами, помогать находить и выигрывать крутые проекты   Совместно с HR-ами подбирать, адаптировать, мотивировать, развивать и продвигать разработчиков   Быть лицом отдела на внутренних и внешних мероприятиях   Выполнять целевые показатели по ФОТ и загрузке разработчиков   Вести отчетность и защищать ее перед руководством компании   Пожелания к будущему сотруднику:   Высшее профильное образование: мехмат, физфак, факультет информационных технологий   Широкий кругозор в IT и методах ML   Желательно, дополнительное образование по направление методов Machine Learning   Развитые коммуникации, умение договориться, выступить с докладом   Умение собирать и анализировать информацию, принимать обоснованные решения   Готовность брать ответственность за себя и своих сотрудников   Английский язык - Upper Intermediate и выше   Мы предлагаем:   Профессиональную и очень дружелюбную команду   Возможность принимать решения и влиять на жизнь компании   Пространство для реализации себя, своих профессиональных и финансовых амбиций   По-настоящему гибкий график работы   Развитие сотрудников: семинары, конференции, English   Забота о здоровье: 2 крутые команды - ИТ-футбол и ИТ-баскетбол, частичная компенсация абонементов в бассейн и фитнес-клубы.   Хороший отдых: совместные праздники и еженедельные Печенька-Party   Закрытая парковка: для автомобилей, велосипедов, самокатов, гироскутеров :)    "
Machine learning engineer,https://hh.ru/applicant/vacancy_response?vacancyId=46384344,2021-07-20T15:45:55+0300,False,,,,Нет опыта,Полный день,,Сбербанк,Санкт-Петербург,"В дивизион Цифровой кредитный мониторинг Корпоративного блока ПАО Сбербанк ищем коллегу.  Вам предстоит работа в команде, где будут методологи, аналитики, разработчики, data scientist’ы и data engineer’ы.Команда занимается исследованиями, разработкой и выводом в пром моделей для задач в области цифрового кредитного мониторинга.Спектр и характер задач предполагает применение широкого инструментария ML, DL, статистики, в таких областях как: NPL, CV, анализ временных рядов. Некоторые примеры применения моделей:Наши модели работают на предсказание дефолтов, анализ текстов новостей, мониторинг объектов по космоснимкам, понимание и классификацию условий договора, идентификацию объектов недвижимости в текстах выписок из ЕГРН. Функциональные обязанности:Проведение исследований и разработка моделей на этапе POCРазработка /подготовка pipeline предобработки данных для моделей, в том числе написание витрин данных на стеке Hadoop/Hive/SparkАдаптация кода моделей для вывода в productionПодготовка автотестов Основные требования:Опыт разработки на Python от 1 года.Опыт или завершённые курсы DS и/или проекты/разработанные модели (примеры ноутбуков).Отличное знание SQL - Join`ы, агрегаты, группировки, вложенные запросы, индексы, хранимые процедуры, оконные функции.Знание форматов данных: сsv и разновидности, json, yaml, parquet, orc.Знание OLTP, OLAP, ACID, Теорема CAP.Понимание процессов ETL, ELT; CDC ​ - как плюс.Знание языков Scala или Java - как плюс. Мы предлагаем:- Комфортный офис рядом с метро или удаленная работа из дома в пределах С-Пб и Лен области.- Отсутствие дресс-кода.- ДМС.- крупнейшее DS&amp;AI community - более 600 DS банка, включая:регулярный обмен знаниями, опытом и лучшими практиками.возможность переиспользования кода и библиотек из централизованного репозитория.интерактивные лекции и мастер-классы от ведущих ВУЗов и экспертов технологических компаний.дайджест о самых последних разработках в области DS&amp;AI и отчеты с крупнейших конференций мира.регулярные внутренние митапы"
Washing Machine Product Manager,https://hh.ru/applicant/vacancy_response?vacancyId=46242599,2021-07-14T16:12:09+0300,False,,,,Более 6 лет,Полный день,MS PowerPoint;Английский язык;Data Analysis;Analytical skills;P&L;MS Excel;Product Management;Presentation skills;,"Самсунг, Группа компаний",Москва,"Responsibilities:  Product ownership Build up market leadership in focus segments in Russia and CIS countries P&amp;L management Market analysis, including Price Index, Benchmarks, etc Distribution policy and price policy development Delivery of product information to the partners PLC: New Product launching, Product development, EOL management SKU performance tracking and counter measures PSI management Promo programs development Close collaboration with Key Account Managers (sell-out/sell-in guidance, feedback gathering, etc) Reporting to direct supervisor, division head and management  Requirements:  Product marketing experience is must for the candidate Experienced data analysis Fluent English Database operation experience (Excel, Word, PowerPoint, Internet explorer, Outlook) Strong skills in Excel Strong presentation skills Good in Mathematics Creativeness, analytical skills, result oriented, stress resistant, positive thinking mind is necessary. "
Machine Learning Engineer на Computer Vision направление,https://hh.ru/applicant/vacancy_response?vacancyId=44053050,2021-06-25T15:16:04+0300,False,,,,От 3 до 6 лет,Полный день,Python;PostgreSQL;Django Framework;SQL;Git;Airflow;MLFlow;,Газпром-медиа Развлекательное телевидение (ГПМ РТВ),Москва,"Кого ищем: Machine Learning Engineer (Middle/Senior) на Computer Vision направление О команде: ДУД отвечает за централизованный сбор, хранение, обработку и анализ данных из всевозможных источников холдинга, создание новых продуктов на основе данных. ДУД состоит из команд разработки, тестирования, эксплуатации, продуктовых аналитиков и специалистов по анализу данных (DS). Проект: Система разметки архивных видео для телеканалов (десятки тысяч часов) Задачи:   Построение системы быстрого поиска контента в видео по тегам   Разработка высоконагруженных end-to-end web-сервисов на базе ML-моделей из прототипов, предоставленных DS/DL-командами; плюс к этому умение разработать базовые ML-модели и бейзлайны, взятые из туториалов или пейперов, при отсутствии прототипов   Построение DAGов   Оптимизация существующих web-сервисов и ML-моделей внутри них   автоматизация ETL-процессов сбора данных для ML-сервисов (самостоятельно и совместно с DE)   Разработка и поддержка чеков полноты данных для статистического анализа и машинного обучения   Контроль за CI/CD приложений, помощь в реагировании на инциденты   Настройка мониторинга метрик качества моделей   Поддержание высокого уровня культуры написания и тестирования кода   Требования:   Опыт разработки ПО от 2 лет   Опыт внедрения ML моделей в продакшен   Pipeline-friendly - опыт выстраивания многостадийных DAGов - Airflow, MLFlow, DVC   Data-search-friendly - опыт с системами быстрого поиска контента Faiss/Annoy/NMSLIB/Milvus   Web-friendly: понимание основных частей, из которых состоит web-приложение, опыт с Celery, поверхностное знание Python Django или опыт с аналогичными фреймворками (Flask/FastAPI/Java Spring)   Dl-friendly: знание фреймворков для deep learning (PyTorch, TensorFlow)   Dl-inference-friendly: знание стека для оборачивания DL моделей в inference мод (ONNX, TensorRT)   Ml-friendly: знание python-стека, Numpy, Scipy, Sklearn, Pandas, XGBoost/CatBoost   Database-friendly: опыт с одной или несколькими RDBMS/NoSQL/Key-Value (PostgreSQL, ClickHouse, Redis/Ignite), написание SQL-запросов   Broker-friendly: опыт с Kafka/RabbitMQ   Docker-friendly: базовое понимание работы с контейнерами   Unix-friendly: bash, sed, awk, find, grep, ssh   Ggit-friendly: знание git, командная работа с репозиторием, понимание различных workflows   Gof-friendly: понимание ООП, знание основных шаблонов проектирования приложений   People-friendly: культура документирования своих решений\кода, соблюдение codestyle, code review   Условия:  Knowledge sharing и профессиональный рост Возможность принимать участие в конференциях и проходить обучение ДМС со стоматологией после испытательного срока Доплаты по больничному листу (до 15 дней в году) Трудоустройство по ТК РФ Возможность работать удаленно или в московском офисе на м. Маяковская, SOK Сады Пекина "
Machine Learning Developer (remote),https://hh.ru/applicant/vacancy_response?vacancyId=46310711,2021-07-16T22:03:47+0300,False,4500,,USD,Более 6 лет,Удаленная работа,ML;AWS;ANSI SQL;NumPy;SciPy;scikit_learn;Pandas;Jupyter;Matplotlib;IoT;ElasticSearch;Spark MLLib;Zeppelin;Python;Seaborn;PyTorch;Dask;Machine Learning;Tensorflow;,ClearScale,Москва,"ABOUT CLEARSCALE ClearScale is a leading company that provides a wide range of cloud services including architecture design, development, integration, migration, automation, and managed services. We help Fortune 500 enterprises, mid-sized business, and startups succeed with ambitious, challenging, and unique cloud projects. We architect, develop, and launch innovative and sophisticated solutions using the best cutting-edge cloud technologies. ClearScale is growing quickly and there is high demand for the services we provide. Clients come to us for our deep experience with key cloud infrastructure, automation, and management providers like AWS, Chef, Docker, and RightScale. This is a unique opportunity to make a big impact, enjoy competitive compensation, work on a wide variety of projects for clients across multiple industries, and work alongside some of the best minds in the cloud. You’ll be joining the team at an exciting time as we work together on solving all sorts of interesting problems. We’re looking for enthusiastic people from a range of backgrounds to join our team. We value people who take pride in their work and place an emphasis on getting things done. About the role ClearScale is looking for an individual who performs a Machine Learning Developer or Data Scientist role. The successful candidate should demonstrate the ability to build, train, tune, and deploy machine learning (ML) models using the AWS Cloud. About the project ClearScale is running various projects closely related to Machine Learning, Artificial Intelligence and Internet Of Things.One of the projects is aiming at creation of valuable insights and forecasts for stock market investors and traders based on companies fundamentals, contracts data, news feed sentiment. It requires strong expertize in neural networks, NLP and various ML algorithms.Others include recommendation engines for e-commerce companies as well as for public/private educational organizations.These projects either startups started from the scratch either bring completely new techniques to the mature businesses. Responsibilities  Select and justify the appropriate ML approach for a given business problem Identify appropriate AWS services to implement ML solutions Design and implement scalable, cost-optimized, reliable, and secure ML solutions The ability to express the intuition behind basic ML algorithms Experience with ML and deep learning frameworks Create data repositories for machine learning Identify and implement a data-ingestion solution Identify and implement a data-transformation solution Sanitize and prepare data for modeling Perform feature engineering (missing and unbalanced data, outliers) Analyze and visualize data for machine learning Train machine learning models Perform model tuning (learning rate, regularization techniques), hyperparameter optimization Evaluate machine learning models Apply basic AWS security practices to machine learning solutions Deploy and operationalize machine learning solutions  Requirements  Specialty, Masters or Ph.D. in the related field Hands-on experience in the practical applications of Probability and Statistics, Linear Algebra, Calculus to the field of Machine Learning Hands-on experience working with time series, trends, and seasonality Advanced knowledge of ANSI SQL (ability to write advanced analytical queries) 5+ years of experience in Machine Learning applications (classical and deep learning models, ensemble learning) 5+ years of experience in Python ML frameworks (NumPy, SciPy, scikit_learn, Pandas, Jupyter, Matplotlib) 2+ years of experience working with the general AWS infrastructure  Would be a plus  In-depth knowledge in one or more Machine Learning areas: Deep Learning, NLP, Recommender Systems, Reinforcement Learning In-depth knowledge of Tensorflow/Keras In-depth knowledge of AWS SageMaker and one or more of the following related algorithms: Linear Learner, XGBoost, Seq2Seq, DeepAR, BlazingText, Object2Vec, Object Detection, Image Classification, Semantic Segmentation, Random Cut Forest, Neural Topic Model, Latent Dirichlet Allocation, K-Nearest-Neighbors, K-Means, Principal Component Analysis, Factorization Machines, IP Insights, Reinforcement Learning, Automated Model Tuning Hands-on experience with Docker, Internet of Things In-depth knowledge of one or more of the following AWS technologies: S3, Kinesis, Glue, Redshift, RDS, Aurora, DynamoDB, ElastiCache, Data Pipeline, Batch, DMS, Step Functions, Athena, QuickSight, EMR, SageMaker, Ground Truth, Comprehend, Translate, Transcribe, Polly, Rekognition, Forecast, Lex, Personalize, Textract, DeepRacer, DeepLens, IoT Hands-on experience with ElasticSearch Hands-on experience with Apache Spark MLLib (Zeppelin) Hands-on experience with OpenCV Hands-on experience with advanced Python data frameworks (Seaborn, PyTorch, Dask)  Valid AWS certificates would be a great plus (not a must):   AWS Certified Solutions Architect – (Associate / Professional) AWS Certified DevOps Engineer – (Professional) AWS Certified SysOps Administrator – (Associate) AWS Certified Developer – (Associate)  You’ll be a great fit if:  You are able to be collaborative, adaptive, flexible and have a strong leadership and communication skills You love being a part of a small, dynamic, and agile team that encourages you to learn and grow You desire to work with some of the world’s top brands You love finding solutions to interesting problems and figuring out how things work You welcome having autonomy with complex tasks You are passionate about using your experience and expertise to inspire the team  We offer:  High compensation paid every two weeks in USD We work 100% remotely from various cities and countries and we trust each other: we do not track your screens, clicks, typing or webcam as many other companies do. Professional reputation of engineers and developers in our community is of the highest value Very flexible schedule consisting of 40 hours per week Bureaucracy-free environment We adore change-makers and creators so you&#39;ll be able to influence our processes Highly skilled project teams that consists of senior level professionals Wise projects rotation including ML, Big Data, IoT, fintech and healthcare Paid AWS certifications and internal education.     "
Machine Learning Engineer,https://hh.ru/applicant/vacancy_response?vacancyId=46025618,2021-07-06T17:45:57+0300,False,,,,От 1 года до 3 лет,Полный день,,Сбербанк,Москва,"В Сбере каждый год растёт количество моделей, используемых в процессах банка. При этом каждую из этих моделей мало разработать, нужно её ещё провалидировать, внедрить и поставить на регулярный мониторинг. Чтобы эффективно решать эти задачи, в Сбере появилась платформа полного цикла для работы с данными и моделями - SberDS. Она позволяет эффективней решать задачи подготовки данных и машинного обучения, ускоряет процесс проверки гипотез, упрощает процесс разработки и валидации моделей, а также контролирует результат работы модели в проде. В команду SberDS.R&amp;D мы ищем талантливого ML-инженера который будет:  Расширять возможности платформы в областях распределённой обработки данных и глубокого обучения; Исследовать возможности решения задач заказчиков на SberDS; Определять перечень доработок платформы и участвовать в их реализации.  Для этого потребуется:  Хорошее знание Python (стандартные и ML библиотеки, умение применять ООП); Понимание принципов построения моделей машинного обучения; Опыт работы со Spark (pyspark) и в целом с экосистемой Hadoop; Знание SQL; Опыт работы с docker; Умение работать с git; Системное мышление, желание разбираться в предметной области, в бизнес-процессах; Техническое высшее образование.  Будет плюсом если есть опыт работы с:  Библиотеками deep learning (PyTorch, Tensorflow, и т. д.) Linux-системами Flask/Django  Мы предлагаем:  Смешанный режим работы; Профессиональное обучение, семинары, тренинги, конференции; Работа с современным стеком технологий; Регулярные DS-митапы, большое внутреннее DS сообщество; Спортзал в офисе. "
Machine Learning Engineer,https://hh.ru/applicant/vacancy_response?vacancyId=43659406,2021-07-20T10:33:22+0300,False,,,,От 1 года до 3 лет,Полный день,Python;Java;SCALA;,Mail.ru Group,Санкт-Петербург,"Что нужно будет делать Работать над проектами в области автоматизации модерации и информационной безопасности, используя big data стэк. В команде мы в основном практикуем end-to-end решения задач, поэтому предполагается, что кандидат разделяет наше мировоззрение и готов погружаться в продакшен код, а не ограничиваться разработкой прототипа. Наш стек:  Языки: Python, Java, Scala; Технологии которые часто используем в работе: PyTorch, DVC, MlFlow, Hadoop,Spark, Airflow, Kafka.  Примеры того, чем мы занимаемся:  Модерацией в Юле; Детекцией ботов, мошенников, используя графовые, поведенческие данные и контентные признаки; Автоматизация восстановления профиля на основе распознавания лиц и жестов; Поиск дубликатов объявлений; ML инфраструктурой и процессами.  Требования:  Уверенные навыки в программирования на Python и хотя бы одном статически типизированном языке; Хорошие знания базового ML; Представление о современном состоянии NLP, умение использовать базовые вещи(word2vec, cnn, эмбеддинги, faiss); Работа с современным BigData стеком (Hadoop/Spark/Airflow).  Будет плюсом:  Опыт оптимизации DL решений на инференс; Уметь прочитать, а затем воспроизвести в коде статью; Опыт промышленной разработки на Java/Scala/Python; Опыт разработки промышленных AI сервисов; Опыт применения DevOps практик в контексте разработки ML моделей; Опыт применения ML в cybersecurity и общее представление об этой сфере.  Работа в Mail.ru Group ─ это:  разнообразие проектов: соцсети, почтовые сервисы, киберспорт, игры, электронная коммерция, мессенджеры, образование, B2B ─ которые помогают миллионам пользователей работать, решать бытовые задачи, учиться и развлекаться; сложные и интересные задачи: высоконагруженные сервисы, которые задают уровень для конкурентов качеством и технологиями; быстрый рост в трендовых направлениях; амбициозные цели перед каждым проектом; экспертиза: сотрудники Mail.ru Group обладают передовым опытом, преподают в образовательных проектах, выступают на российских и международных конференциях; команда: вместе работаем, занимаемся спортом, участвуем в соревнованиях и отдыхаем; профессиональное развитие: организуем митапы, конференции, встречи разработчиков и тестировщиков, семинары и тренинги, куда открыт доступ каждому сотруднику; здоровье и спорт: программа ДМС доступна с первого месяца работы; поддерживаем 8 корпоративных видов спорта (футбол, баскетбол, волейбол, бег, плавание, хоккей, триатлон, настольный теннис); оборудование: мощное железо, дополнительные мониторы, специализированные гаджеты ─ все для решения масштабных задач и экспериментов; возможность работать удаленно или по гибридному графику: часть рабочего времени — в офисе, часть — дома.  Мы будем рады вашему отклику и, при обоюдном интересе, предложим условия и проекты, от которых не захочется отказываться."
Computer Vision Engineer (Machine Learning),https://hh.ru/applicant/vacancy_response?vacancyId=46182095,2021-07-13T07:22:57+0300,False,,,,От 1 года до 3 лет,Удаленная работа,Python;OpenCV;C++;Tensorflow;YoLo3+;Машинное обучение;Machine Learning;Computer Vision;,РусИнТех Сервис,Барнаул,"RIT Automation – разработчик, предоставляющий высокотехнологичные решения для горнодобывающей промышленности с 2011г. Наши решения: системы высокоточного позиционирования оборудования и персонала, системы автоматизации и диспетчеризации производственного процесса, роботизация. Мы являемся резидентами Инновационного центра &quot;Сколково&quot; и Технологического парка &quot;Академпарк&quot;. Мы приглашаем в нашу команду специалиста в области ML для участия в развитии нового направления.  Обязанности:   разработка алгоритмов машинного зрения;   настройка баз данных;   решение задачи контроля периметра;   настройка и развитие инфраструктуры разработки систем машинного зрения, машинного обучения.   Требования:  высшее образование (желательно математика, физтех); C++, Python, Tensorflow, YoLo3+, OpenCV; опыт создания инфраструктуры по разработке систем машинного обучения и компьютерного зрения; знание основных библиотек.  Условия:   Официальное трудоустройство (&quot;белая&quot; заработная плата), ДМС;   Работа удаленно (возможна работа в офисе);   Удобный для тебя график работы (возможно совмещение с учебой);   Кофе, чай, фрукты и др. плюшки, а также свободная парковка для машин;   Разнообразные корпоративные мероприятия.   Если тебя заинтересовала наша вакансия, смело отправляй резюме!"
R&D Engineer Computer Vision and Machine Learning,https://hh.ru/applicant/vacancy_response?vacancyId=45087995,2021-06-30T19:05:40+0300,False,,,,От 3 до 6 лет,Полный день,MATLAB;Data Analysis;C++;Atlassian Jira;SPSS;,Envista Holdings Corporation,Москва,"   Role Overview/Summary:   We are looking for a research engineer/scientist in the field of Computer Vision, Digital Image Processing, Computer Graphics, and Machine Learning. You will join a team of software developers, mechanical engineers, clinical experts, and fellow researchers, to create next-generation solutions for Spark and Digital Orthodontics in general. Primary Duties and Responsibilities:    Investigate various aspects of the digital orthodontics workflow to identify areas for automation and optimization. Develop advanced algorithms and methodologies for automatic processing, augmentation, integration, and prediction of photographic, volumetric, geometric and/or meta data. Participate in an iterative concept prototyping pipeline to validate or disprove new ideas. Design experiments, metrics, and acceptance criteria, for the validation of proposed solutions both in terms of technical capability and clinical significance. Implement proposed solutions as high-fidelity prototypes that can be readily handed-over to product development teams for commercialization. Create technical reports to document the investigation, its findings, and proposed solutions. Work with cross-functional teams regularly to communicate progress and potential risks. Conduct technology and patent scans to be in-tuned with the state of the art. Participate in patent filing activities.   Job Requirements  Job Requirements REQUIREMENTS:    Master&#39;s degree in Computer Science, Applied Mathematics, or other Engineering disciplines in related fields. Minimum 3 years of professional R&amp;D experience in Computer Vision, Digital Image Processing, Computer Graphics, and/or Machine Learning. Demonstrated problem-solving skills; ability to distill complex or abstract requirements into actionable ideas. Strong mathematics and algorithm design skills. Good spoken and written English skills. Effective technical writing skills.    PREFERRED QUALIFICATIONS:    PhD in Computer Science, Applied Mathematics, or other Engineering disciplines in related fields. Solid C++ and object-oriented programming skills; proficiency in design patterns and best practices; industry experience in commercial software development. Deep understanding of computer vision techniques and digital image processing algorithms. Extensive knowledge and experience in various AI fields (e.g., deep learning, support vector machines, fuzzy logic, logistic regression, and others), and AI/Data Science platforms (e.g., TensorFlow, Matlab AI toolbox, and/or KNIME). Strong communication skills; ability to explain complex ideas in ways that can resonate with and influence other people. Proven ability to challenge the status quo and think outside the box; ability to learn from previous mistakes and iterate to generate new solutions quickly. Experiences in data analysis and visualization is a plus. Prior work experiences in healthcare (FDA) regulated industry is a plus.    Critical Success Factors:    Solid technical understanding and real-world experiences in related fields. A growth mindset and a relentless pursuit of continuous improvement; willingness to constantly challenge oneself and be challenged; openness to different ideas and unfamiliar domains. Results Oriented; a good understanding and appreciation of the balance between scientific rigor and engineering solutions.     "
"Оператор станков с программным управлением 5-го разряда (Schaublin Machines SA225TM-CNC, Condor 81)",https://hh.ru/applicant/vacancy_response?vacancyId=44757805,2021-07-19T17:06:54+0300,False,,,,От 3 до 6 лет,Полный день,Сборочное производство;Чтение чертежей;Станочник широкого профиля;Токарная обработка деталей;,Государственный космический научно-производственный центр им. М.В. Хруничева,Москва,"В цех основного производства крупного предприятия ракетно-космической отрасли требуются операторы станков с программным управлением 5 разрядов Обязанности:  Ведение процесса обработки деталей диаметром от 2 мм до 20 мм (жиклёров, гильз, плунжеров, клапанов) с большим числом переходов, требующих перестановок деталей; Подбор и установка инструментальных блоков с заменой и юстировкой инструмента; Подналадка узлов и механизмов в процессе работы; Корректировка режимов резания по результатам работы станка.  Требования:  Чтение технологических процессов, чертежей. Знание и применение контрольно-измерительных инструментов и приборов. Опыт работы станочником/ оператором станков/ токарем обязателен.  Мы предлагаем:  Интересную, стабильную работу на крупном предприятии ракетно-космической отрасли. Оформление согласно Трудового кодекса РФ, официальная заработная плата. Возможность обучения, повышения квалификации, возможность участия в профессиональных конкурсах как внутри предприятия, так и во всей отрасли. Корпоративные мероприятия (спортивные соревнования, праздники). Для работников предприятия:   льготные путёвки в пансионат с лечением &quot;Заря&quot; (Подмосковье); льготное посещение Дворца водного спорта &quot;ФИЛИ&quot;, тренажёрного зала; бесплатные занятия в секциях: баскетбол, волейбол, футбол, гандбол, большой теннис, настольный теннис, шахматы.   Для детей работников предприятия:   льготное посещение детского садика.   Медицинское обслуживание в ведомственной поликлинике №2 ФМБА РФ. Наше предприятие находится вблизи ст. м. Фили (3 остановки), Багратионовская (пешком 12 минут). На нашей территории есть несколько столовых, иногородним работникам предоставляется место в общежитии рядом с работой. "
Machine Learning Engineer / Data Scientist,https://hh.ru/applicant/vacancy_response?vacancyId=46026437,2021-07-06T18:09:16+0300,False,,,,От 3 до 6 лет,Полный день,Python;Atlassian Jira;Java;Git;Linux;,Аркадия,Санкт-Петербург,"Arcadia, an innovative software development company providing services to international clientele, is looking for ML Engineer. Cutting-edge technologies. Agile development process. The highly professional team provides good opportunities for professional development and career.We are looking for a Data Scientist with Python knowledge. Responsibilities:   develop and maintain packages that will be used for drug discovery integrate cutting-edge ML/DL algorithms and approaches build data pipelines build APIs for model serving   work as a part of international team of chemists and data scientists to clarify requirements and agree upon important implementation details (in English).    Requirements   Python and its data stack (Pandas, NumPY, etc.) Python and its ML stack (PyTorch, scikit-learn, etc.)   Python and its parallelization stack (multiprocessing, Pebble, etc.) unit testing in Python (unittest, pytest) Jupyter Notebooks understanding of neural networks and their graph counterparts, graph embeddings   familiarity with Linux command line understanding of parallel processing in Python (thread-based, process-based), serialization, memory mapping understanding of SQL queries, minimal experience with Postgres/Oracle experience with task trackers (preferably Jira) and version control tools (preferably git).  Would be nice to have:  familiarity with Java and C++ experience with AWS understanding of drug discovery process and how ML is used there experience with RDKit and chemical data formats (SMILES, SMARTS, SDF, RDF) experience with Domino Data Lab experience in web technologies experience in development of simple services with Python (Flask, NginX, uWSGI, Docker).  Salary and benefits:  competitive salary (discussable, depending on experience) training programs, professional development benefits: voluntary health insurance (incl. dental insurance)‚ corporate events and sports activities flexible schedule comfortable office in the downtown near metro station/ or remote work. "
Machine Learning Engineer в отдел Перформанса,https://hh.ru/applicant/vacancy_response?vacancyId=45317201,2021-07-19T09:55:30+0300,False,,,,От 1 года до 3 лет,Полный день,Python;SQL;ML;,Mail.ru Group,Москва,"AdTech-направление объединяет рекламные продукты и инструменты для бизнеса Mail.ru Group, упрощая начало работы и ежедневное взаимодействие с рекламными кампаниями для любых категорий пользователей — от начинающих предпринимателей до профессионалов маркетинга. Задачи:  проводить полный цикл разработки моделей на основе машинного обучения и статистики: от исследований и получения данных до встраивания в продакшен и продуктовой аналитики; в составе команды формулировать продуктовые гипотезы, разрабатывать их и поддерживать реализованные продукты.  Будет плюсом:  предыдущий опыт работы с задачами из области интернет-рекламы (Computational Advertisng); предыдущий опыт работы в высоконагруженных веб-проектах; предыдущий опыт работы с рекомендательными системами; знакомство с Hadoop стеком — Hadoop, Spark; знакомство с системами продуктовой аналитики (пример: Clickhouse + Apache Superset); ML Ops.  Требования:  навыки разработчика — алгоритмы и структуры данных, хранилища данных, программирование на любом современном языке программирования, инструментарий разработчика; постановка и декомпозиция Data Science задач; машинное обучение — знание классических supervised/unsupervised моделей, базовое понимание нейросетевых моделей; проведение офлайн/онлайн-экспериментов; теория вероятностей и математическая статистика; понимание, как строить инженерные процессы вокруг DS задач — пайплайны, работа моделей в продакшене, деплой, воспроизводимость.  Работа в Mail.ru Group — это:  разнообразие проектов: соцсети, почтовые сервисы, киберспорт, игры, электронная коммерция, мессенджеры, образование, B2B — которые помогают миллионам пользователей работать, решать бытовые задачи, учиться и развлекаться; сложные и интересные задачи: высоконагруженные сервисы, которые задают уровень для конкурентов качеством и технологиями; быстрый рост в трендовых направлениях; амбициозные цели перед каждым проектом; экспертиза: сотрудники Mail.ru Group обладают передовым опытом, преподают в образовательных проектах, выступают на российских и международных конференциях; команда: вместе работаем, занимаемся спортом, участвуем в соревнованиях и отдыхаем; профессиональное развитие: организуем митапы, конференции, встречи разработчиков и тестировщиков, семинары и тренинги, куда открыт доступ каждому сотруднику; здоровье и спорт: программа ДМС доступна с первого месяца работы; поддерживаем 8 корпоративных видов спорта (футбол, баскетбол, волейбол, бег, плавание, хоккей, триатлон, настольный теннис); оборудование: мощное железо, дополнительные мониторы, специализированные гаджеты — все для решения масштабных задач и экспериментов; офис в 5 минутах от метро, крытый паркинг для всех сотрудников, велопарковка, а летом — прокат велосипедов, лонгбордов и самокатов; для поддержания иммунитета круглый год во фреш-баре овощи и фрукты; собственный тренажерный и спортивный зал в офисе; возможность работать удаленно или по гибридному графику: часть рабочего времени — в офисе, часть — дома.  Мы будем рады твоему отклику и, при обоюдном интересе, предложим условия и проекты, от которых не захочется отказываться."
